voltage_YSR_1_41D	absJ_YSR_1_41D	J_YSR_1_41D	current_YSR_1_41D	time_YSR_1_41D
-2.500000E-1	1.438915E-4	-1.438915E-4	-5.580847E-10	1.307930E+2
-3.000000E-1	1.536645E-4	-1.536645E-4	-5.959893E-10	1.309814E+2
-3.500000E-1	2.079249E-4	-2.079249E-4	-8.064385E-10	1.315576E+2
-4.000000E-1	2.324817E-4	-2.324817E-4	-9.016823E-10	1.323555E+2
-4.500000E-1	2.623080E-4	-2.623080E-4	-1.017364E-9	1.325439E+2
-5.000000E-1	2.908403E-4	-2.908403E-4	-1.128027E-9	1.327324E+2
-5.000000E-1	2.882373E-4	-2.882373E-4	-1.117931E-9	1.329199E+2
-4.500000E-1	1.763645E-4	-1.763645E-4	-6.840315E-10	1.333320E+2
-4.000000E-1	2.258377E-4	-2.258377E-4	-8.759136E-10	1.339072E+2
-3.500000E-1	1.948496E-4	-1.948496E-4	-7.557261E-10	1.347061E+2
-3.000000E-1	1.467863E-4	-1.467863E-4	-5.693119E-10	1.351182E+2
-2.500000E-1	1.342194E-4	-1.342194E-4	-5.205711E-10	1.353066E+2
-2.000000E-1	1.064321E-4	-1.064321E-4	-4.127979E-10	1.354951E+2
-1.500000E-1	7.621753E-5	-7.621753E-5	-2.956104E-10	1.356836E+2
-1.000000E-1	4.842693E-5	-4.842693E-5	-1.878243E-10	1.358730E+2
-5.000000E-2	1.471609E-5	-1.471609E-5	-5.707650E-11	1.367686E+2
0.000000E+0	1.899809E-6	1.899809E-6	7.368425E-12	1.372920E+2
0.000000E+0	1.366969E-6	1.366969E-6	5.301801E-12	1.378154E+2
5.000000E-2	1.470944E-5	1.470944E-5	5.705069E-11	1.383389E+2
1.000000E-1	5.563828E-5	5.563828E-5	2.157936E-10	1.389453E+2
1.500000E-1	8.652216E-5	8.652216E-5	3.355770E-10	1.391338E+2
2.000000E-1	1.144660E-4	1.144660E-4	4.439574E-10	1.393223E+2
2.500000E-1	1.368620E-4	1.368620E-4	5.308207E-10	1.398984E+2
3.000000E-1	1.442621E-4	1.442621E-4	5.595218E-10	1.403096E+2
3.500000E-1	1.559503E-4	1.559503E-4	6.048548E-10	1.404980E+2
4.000000E-1	1.658045E-4	1.658045E-4	6.430742E-10	1.406875E+2
4.500000E-1	2.451417E-4	2.451417E-4	9.507843E-10	1.412627E+2
5.000000E-1	2.733184E-4	2.733184E-4	1.060068E-9	1.414512E+2
5.000000E-1	2.703149E-4	2.703149E-4	1.048419E-9	1.416387E+2
4.500000E-1	1.709111E-4	1.709111E-4	6.628805E-10	1.420508E+2
4.000000E-1	1.620265E-4	1.620265E-4	6.284212E-10	1.422393E+2
3.500000E-1	1.816455E-4	1.816455E-4	7.045138E-10	1.428154E+2
3.000000E-1	1.397378E-4	1.397378E-4	5.419745E-10	1.432266E+2
2.500000E-1	1.248155E-4	1.248155E-4	4.840980E-10	1.434150E+2
2.000000E-1	9.577849E-5	9.577849E-5	3.714778E-10	1.436045E+2
1.500000E-1	6.711320E-5	6.711320E-5	2.602992E-10	1.437930E+2
1.000000E-1	4.016427E-5	4.016427E-5	1.557775E-10	1.439814E+2
5.000000E-2	1.385575E-5	1.385575E-5	5.373967E-11	1.448770E+2
0.000000E+0	7.566193E-6	-7.566193E-6	-2.934555E-11	1.454004E+2
-5.000000E-2	1.545749E-5	-1.545749E-5	-5.995202E-11	1.459238E+2
-1.000000E-1	1.686781E-5	-1.686781E-5	-6.542195E-11	1.464473E+2
-1.500000E-1	7.911918E-5	-7.911918E-5	-3.068645E-10	1.470537E+2
-2.000000E-1	1.170679E-4	-1.170679E-4	-4.540491E-10	1.472422E+2
-2.500000E-1	1.383128E-4	-1.383128E-4	-5.364476E-10	1.474307E+2
-3.000000E-1	1.663238E-4	-1.663238E-4	-6.450884E-10	1.480068E+2
-3.500000E-1	1.902767E-4	-1.902767E-4	-7.379901E-10	1.488057E+2
-4.000000E-1	1.652359E-4	-1.652359E-4	-6.408689E-10	1.492168E+2
-4.500000E-1	2.422251E-4	-2.422251E-4	-9.394725E-10	1.497930E+2
-5.000000E-1	2.697882E-4	-2.697882E-4	-1.046376E-9	1.499814E+2
-5.000000E-1	2.675131E-4	-2.675131E-4	-1.037552E-9	1.501689E+2
-4.500000E-1	1.719974E-4	-1.719974E-4	-6.670935E-10	1.505811E+2
-4.000000E-1	2.095448E-4	-2.095448E-4	-8.127214E-10	1.511562E+2
-3.500000E-1	1.532497E-4	-1.532497E-4	-5.943803E-10	1.515684E+2
-3.000000E-1	1.433346E-4	-1.433346E-4	-5.559244E-10	1.517568E+2
-2.500000E-1	1.268658E-4	-1.268658E-4	-4.920502E-10	1.519453E+2
-2.000000E-1	9.784568E-5	-9.784568E-5	-3.794954E-10	1.521348E+2
-1.500000E-1	7.159521E-5	-7.159521E-5	-2.776827E-10	1.523232E+2
-1.000000E-1	4.464300E-5	-4.464300E-5	-1.731483E-10	1.525117E+2
-5.000000E-2	2.124441E-5	-2.124441E-5	-8.239665E-11	1.534893E+2
0.000000E+0	1.768223E-6	1.768223E-6	6.858070E-12	1.543848E+2
