voltage_YSR_1_41C_	absJ_YSR_1_41C_	J_YSR_1_41C_	current_YSR_1_41C_	time_YSR_1_41C_
-2.500000E-1	4.125649E-7	-4.125649E-7	-1.600137E-12	1.551338E+2
-3.000000E-1	3.583158E-6	-3.583158E-6	-1.389731E-11	1.556572E+2
-3.500000E-1	6.363697E-6	-6.363697E-6	-2.468166E-11	1.561807E+2
-4.000000E-1	9.499095E-6	-9.499095E-6	-3.684233E-11	1.567041E+2
-4.500000E-1	1.237818E-5	-1.237818E-5	-4.800890E-11	1.572275E+2
-5.000000E-1	1.421162E-5	-1.421162E-5	-5.511989E-11	1.577510E+2
-5.000000E-1	1.409330E-5	-1.409330E-5	-5.466101E-11	1.582744E+2
-4.500000E-1	1.159138E-5	-1.159138E-5	-4.495727E-11	1.587979E+2
-4.000000E-1	8.355839E-6	-8.355839E-6	-3.240820E-11	1.593213E+2
-3.500000E-1	4.884534E-6	-4.884534E-6	-1.894471E-11	1.598447E+2
-3.000000E-1	1.700908E-6	-1.700908E-6	-6.596987E-12	1.603682E+2
-2.500000E-1	1.357633E-6	1.357633E-6	5.265594E-12	1.608916E+2
-2.000000E-1	4.602108E-6	4.602108E-6	1.784932E-11	1.614150E+2
-1.500000E-1	7.469671E-6	7.469671E-6	2.897119E-11	1.619385E+2
-1.000000E-1	1.070083E-5	1.070083E-5	4.150328E-11	1.624619E+2
-5.000000E-2	1.210316E-5	1.210316E-5	4.694223E-11	1.630684E+2
0.000000E+0	1.428961E-5	1.428961E-5	5.542239E-11	1.639629E+2
0.000000E+0	1.421520E-5	1.421520E-5	5.513379E-11	1.644873E+2
5.000000E-2	1.514905E-5	1.514905E-5	5.875572E-11	1.650107E+2
1.000000E-1	2.103196E-5	2.103196E-5	8.157264E-11	1.656162E+2
1.500000E-1	2.598637E-5	2.598637E-5	1.007884E-10	1.658047E+2
2.000000E-1	2.854066E-5	2.854066E-5	1.106952E-10	1.659941E+2
2.500000E-1	3.196424E-5	3.196424E-5	1.239736E-10	1.661826E+2
3.000000E-1	3.604542E-5	3.604542E-5	1.398025E-10	1.663711E+2
3.500000E-1	3.823776E-5	3.823776E-5	1.483055E-10	1.665596E+2
4.000000E-1	4.130017E-5	4.130017E-5	1.601831E-10	1.667490E+2
4.500000E-1	4.531661E-5	4.531661E-5	1.757609E-10	1.669375E+2
5.000000E-1	4.745632E-5	4.745632E-5	1.840598E-10	1.671260E+2
5.000000E-1	4.672233E-5	4.672233E-5	1.812130E-10	1.673145E+2
4.500000E-1	4.363130E-5	4.363130E-5	1.692244E-10	1.675039E+2
4.000000E-1	3.924500E-5	3.924500E-5	1.522121E-10	1.676924E+2
3.500000E-1	3.559331E-5	3.559331E-5	1.380490E-10	1.678809E+2
3.000000E-1	3.319909E-5	3.319909E-5	1.287630E-10	1.680693E+2
2.500000E-1	2.912242E-5	2.912242E-5	1.129516E-10	1.682588E+2
2.000000E-1	1.691764E-5	1.691764E-5	6.561523E-11	1.691543E+2
1.500000E-1	1.638234E-5	1.638234E-5	6.353906E-11	1.696777E+2
1.000000E-1	1.935940E-5	1.935940E-5	7.508560E-11	1.702832E+2
5.000000E-2	1.459276E-5	1.459276E-5	5.659816E-11	1.711787E+2
0.000000E+0	1.308113E-5	1.308113E-5	5.073530E-11	1.717842E+2
-5.000000E-2	1.161222E-5	1.161222E-5	4.503810E-11	1.726807E+2
-1.000000E-1	8.338175E-6	8.338175E-6	3.233969E-11	1.732041E+2
-1.500000E-1	5.317579E-6	5.317579E-6	2.062428E-11	1.737275E+2
-2.000000E-1	2.276528E-6	2.276528E-6	8.829534E-12	1.742510E+2
-2.500000E-1	7.404427E-7	-7.404427E-7	-2.871814E-12	1.747744E+2
-3.000000E-1	3.491151E-6	-3.491151E-6	-1.354046E-11	1.752979E+2
-3.500000E-1	6.571599E-6	-6.571599E-6	-2.548801E-11	1.758213E+2
-4.000000E-1	9.277557E-6	-9.277557E-6	-3.598309E-11	1.763447E+2
-4.500000E-1	1.230688E-5	-1.230688E-5	-4.773235E-11	1.768682E+2
-5.000000E-1	8.214313E-6	-8.214313E-6	-3.185929E-11	1.776406E+2
-5.000000E-1	1.391397E-5	-1.391397E-5	-5.396548E-11	1.785361E+2
-4.500000E-1	1.142623E-5	-1.142623E-5	-4.431676E-11	1.790596E+2
-4.000000E-1	8.096510E-6	-8.096510E-6	-3.140239E-11	1.795830E+2
-3.500000E-1	4.921138E-6	-4.921138E-6	-1.908668E-11	1.801064E+2
-3.000000E-1	1.616296E-6	-1.616296E-6	-6.268819E-12	1.806299E+2
-2.500000E-1	1.267969E-6	1.267969E-6	4.917830E-12	1.811533E+2
-2.000000E-1	4.365721E-6	4.365721E-6	1.693249E-11	1.816768E+2
-1.500000E-1	7.326784E-6	7.326784E-6	2.841700E-11	1.822002E+2
-1.000000E-1	1.014147E-5	1.014147E-5	3.933378E-11	1.827236E+2
-5.000000E-2	1.302104E-5	1.302104E-5	5.050222E-11	1.832471E+2
0.000000E+0	1.412556E-5	1.412556E-5	5.478613E-11	1.837705E+2
