voltage_YSR_1_31E	absJ_YSR_1_31E	J_YSR_1_31E	current_YSR_1_31E	time_YSR_1_31E
4.500000E-1	3.461868E-4	3.461868E-4	1.342689E-9	1.262773E+2
5.000000E-1	3.830665E-4	3.830665E-4	1.485727E-9	1.264658E+2
5.000000E-1	3.759681E-4	3.759681E-4	1.458196E-9	1.266543E+2
4.500000E-1	3.287260E-4	3.287260E-4	1.274967E-9	1.268418E+2
4.000000E-1	2.861896E-4	2.861896E-4	1.109989E-9	1.270303E+2
3.500000E-1	1.854472E-4	1.854472E-4	7.192588E-10	1.274414E+2
3.000000E-1	2.094069E-4	2.094069E-4	8.121868E-10	1.280176E+2
2.500000E-1	1.701994E-4	1.701994E-4	6.601200E-10	1.288164E+2
2.000000E-1	1.315365E-4	1.315365E-4	5.101655E-10	1.292275E+2
1.500000E-1	9.077923E-5	9.077923E-5	3.520881E-10	1.294160E+2
1.000000E-1	5.048174E-5	5.048174E-5	1.957939E-10	1.296055E+2
5.000000E-2	1.539810E-5	1.539810E-5	5.972167E-11	1.305010E+2
0.000000E+0	1.110045E-5	-1.110045E-5	-4.305319E-11	1.310244E+2
-5.000000E-2	1.751267E-5	-1.751267E-5	-6.792304E-11	1.315479E+2
-1.000000E-1	7.070680E-5	-7.070680E-5	-2.742370E-10	1.321543E+2
-1.500000E-1	1.237740E-4	-1.237740E-4	-4.800587E-10	1.323428E+2
-2.000000E-1	1.534977E-4	-1.534977E-4	-5.953424E-10	1.325312E+2
-2.500000E-1	1.680942E-4	-1.680942E-4	-6.519549E-10	1.327197E+2
-3.000000E-1	1.830639E-4	-1.830639E-4	-7.100152E-10	1.329092E+2
-3.500000E-1	1.959292E-4	-1.959292E-4	-7.599132E-10	1.330977E+2
-4.000000E-1	2.971577E-4	-2.971577E-4	-1.152529E-9	1.336738E+2
-4.500000E-1	3.346659E-4	-3.346659E-4	-1.298005E-9	1.338613E+2
-5.000000E-1	3.697614E-4	-3.697614E-4	-1.434123E-9	1.340498E+2
-5.000000E-1	3.628116E-4	-3.628116E-4	-1.407168E-9	1.342373E+2
-4.500000E-1	3.166180E-4	-3.166180E-4	-1.228006E-9	1.344258E+2
-4.000000E-1	2.734236E-4	-2.734236E-4	-1.060476E-9	1.346143E+2
-3.500000E-1	1.814421E-4	-1.814421E-4	-7.037251E-10	1.350254E+2
-3.000000E-1	1.684479E-4	-1.684479E-4	-6.533267E-10	1.352139E+2
-2.500000E-1	1.505310E-4	-1.505310E-4	-5.838359E-10	1.354033E+2
-2.000000E-1	1.172427E-4	-1.172427E-4	-4.547270E-10	1.355918E+2
-1.500000E-1	7.832981E-5	-7.832981E-5	-3.038029E-10	1.357803E+2
-1.000000E-1	3.850425E-5	-3.850425E-5	-1.493391E-10	1.359697E+2
-5.000000E-2	9.876191E-6	-9.876191E-6	-3.830490E-11	1.368643E+2
0.000000E+0	1.542199E-5	1.542199E-5	5.981433E-11	1.373877E+2
0.000000E+0	1.528899E-5	1.528899E-5	5.929848E-11	1.379121E+2
5.000000E-2	1.773739E-5	1.773739E-5	6.879463E-11	1.384355E+2
1.000000E-1	1.977766E-5	1.977766E-5	7.670784E-11	1.389590E+2
1.500000E-1	1.274556E-4	1.274556E-4	4.943376E-10	1.395645E+2
2.000000E-1	1.547920E-4	1.547920E-4	6.003623E-10	1.397529E+2
2.500000E-1	1.696342E-4	1.696342E-4	6.579277E-10	1.399424E+2
3.000000E-1	2.304992E-4	2.304992E-4	8.939933E-10	1.405176E+2
3.500000E-1	2.687043E-4	2.687043E-4	1.042172E-9	1.407061E+2
4.000000E-1	3.046737E-4	3.046737E-4	1.181680E-9	1.408945E+2
4.500000E-1	3.408235E-4	3.408235E-4	1.321887E-9	1.410820E+2
5.000000E-1	3.757031E-4	3.757031E-4	1.457168E-9	1.412705E+2
5.000000E-1	3.684204E-4	3.684204E-4	1.428922E-9	1.414580E+2
4.500000E-1	3.226987E-4	3.226987E-4	1.251590E-9	1.416465E+2
4.000000E-1	2.809608E-4	2.809608E-4	1.089709E-9	1.418350E+2
3.500000E-1	2.429547E-4	2.429547E-4	9.423022E-10	1.426328E+2
3.000000E-1	1.688639E-4	1.688639E-4	6.549402E-10	1.430449E+2
2.500000E-1	1.645394E-4	1.645394E-4	6.381677E-10	1.436201E+2
2.000000E-1	1.268796E-4	1.268796E-4	4.921038E-10	1.440322E+2
1.500000E-1	8.766143E-5	8.766143E-5	3.399957E-10	1.442207E+2
1.000000E-1	4.812142E-5	4.812142E-5	1.866394E-10	1.444092E+2
5.000000E-2	1.531127E-5	1.531127E-5	5.938489E-11	1.453047E+2
0.000000E+0	1.080993E-5	-1.080993E-5	-4.192643E-11	1.458281E+2
-5.000000E-2	1.755447E-5	-1.755447E-5	-6.808516E-11	1.463525E+2
-1.000000E-1	7.536792E-5	-7.536792E-5	-2.923152E-10	1.469580E+2
-1.500000E-1	1.229610E-4	-1.229610E-4	-4.769055E-10	1.471475E+2
-2.000000E-1	1.517192E-4	-1.517192E-4	-5.884444E-10	1.473359E+2
-2.500000E-1	1.848471E-4	-1.848471E-4	-7.169314E-10	1.479111E+2
-3.000000E-1	2.132759E-4	-2.132759E-4	-8.271925E-10	1.487100E+2
-3.500000E-1	2.434011E-4	-2.434011E-4	-9.440333E-10	1.495088E+2
-4.000000E-1	2.824479E-4	-2.824479E-4	-1.095477E-9	1.496973E+2
-4.500000E-1	3.186474E-4	-3.186474E-4	-1.235877E-9	1.498848E+2
-5.000000E-1	3.546006E-4	-3.546006E-4	-1.375322E-9	1.500732E+2
-5.000000E-1	3.484176E-4	-3.484176E-4	-1.351341E-9	1.502607E+2
-4.500000E-1	3.026046E-4	-3.026046E-4	-1.173655E-9	1.504492E+2
-4.000000E-1	2.613749E-4	-2.613749E-4	-1.013745E-9	1.506377E+2
-3.500000E-1	1.780513E-4	-1.780513E-4	-6.905738E-10	1.510488E+2
-3.000000E-1	1.638004E-4	-1.638004E-4	-6.353016E-10	1.512373E+2
-2.500000E-1	1.468906E-4	-1.468906E-4	-5.697167E-10	1.514268E+2
-2.000000E-1	1.098033E-4	-1.098033E-4	-4.258732E-10	1.516152E+2
-1.500000E-1	7.016126E-5	-7.016126E-5	-2.721211E-10	1.518037E+2
-1.000000E-1	3.483318E-5	-3.483318E-5	-1.351008E-10	1.519932E+2
-5.000000E-2	6.691865E-6	-6.691865E-6	-2.595446E-11	1.528877E+2
0.000000E+0	1.566585E-5	1.566585E-5	6.076015E-11	1.534111E+2
