Group,Set,ID,V,AbsJ,J,I,t,R
4,7,D,-2.00E-01,1.11E-06,1.11E-06,4.32E-12,6.49E+01,-4.63E+10
4,7,D,-1.50E-01,2.05E-06,2.05E-06,7.94E-12,6.54E+01,-1.89E+10
4,7,D,-1.00E-01,2.86E-06,2.86E-06,1.11E-11,6.60E+01,-9.01E+09
4,7,D,-5.00E-02,3.61E-06,3.61E-06,1.40E-11,6.65E+01,-3.57E+09
4,7,D,0.00E+00,4.12E-06,4.12E-06,1.60E-11,6.70E+01,0.00E+00
4,7,D,0.00E+00,3.75E-06,3.75E-06,1.45E-11,6.75E+01,0.00E+00
4,7,D,5.00E-02,4.85E-06,4.85E-06,1.88E-11,6.80E+01,2.66E+09
4,7,D,1.00E-01,5.55E-06,5.55E-06,2.15E-11,6.86E+01,4.65E+09
4,7,D,1.50E-01,6.43E-06,6.43E-06,2.49E-11,6.91E+01,6.02E+09
4,7,D,2.00E-01,7.14E-06,7.14E-06,2.77E-11,6.96E+01,7.22E+09
4,7,D,2.50E-01,7.94E-06,7.94E-06,3.08E-11,7.01E+01,8.11E+09
4,7,D,3.00E-01,8.77E-06,8.77E-06,3.40E-11,7.07E+01,8.82E+09
4,7,D,3.50E-01,9.57E-06,9.57E-06,3.71E-11,7.12E+01,9.43E+09
4,7,D,4.00E-01,1.04E-05,1.04E-05,4.04E-11,7.17E+01,9.91E+09
4,7,D,4.50E-01,1.12E-05,1.12E-05,4.35E-11,7.22E+01,1.03E+10
4,7,D,5.00E-01,1.20E-05,1.20E-05,4.67E-11,7.28E+01,1.07E+10
4,7,D,5.00E-01,1.17E-05,1.17E-05,4.52E-11,7.33E+01,1.11E+10
4,7,D,4.50E-01,1.03E-05,1.03E-05,3.98E-11,7.38E+01,1.13E+10
4,7,D,4.00E-01,9.17E-06,9.17E-06,3.56E-11,7.43E+01,1.12E+10
4,7,D,3.50E-01,8.32E-06,8.32E-06,3.23E-11,7.49E+01,1.08E+10
4,7,D,3.00E-01,7.36E-06,7.36E-06,2.86E-11,7.54E+01,1.05E+10
4,7,D,2.50E-01,6.38E-06,6.38E-06,2.47E-11,7.59E+01,1.01E+10
4,7,D,2.00E-01,5.49E-06,5.49E-06,2.13E-11,7.64E+01,9.39E+09
4,7,D,1.50E-01,4.67E-06,4.67E-06,1.81E-11,7.69E+01,8.28E+09
4,7,D,1.00E-01,3.85E-06,3.85E-06,1.49E-11,7.75E+01,6.70E+09
4,7,D,5.00E-02,3.03E-06,3.03E-06,1.17E-11,7.80E+01,4.26E+09
4,7,D,0.00E+00,2.28E-06,2.28E-06,8.86E-12,7.85E+01,0.00E+00
4,7,D,-5.00E-02,1.54E-06,1.54E-06,5.97E-12,7.90E+01,-8.38E+09
4,7,D,-1.00E-01,8.33E-07,8.33E-07,3.23E-12,7.96E+01,-3.09E+10
4,7,D,-1.50E-01,9.70E-08,9.70E-08,3.76E-13,8.01E+01,-3.99E+11
4,7,D,-2.00E-01,5.59E-07,-5.59E-07,-2.17E-12,8.06E+01,9.23E+10
4,7,D,-2.50E-01,1.23E-06,-1.23E-06,-4.77E-12,8.11E+01,5.24E+10
4,7,D,-3.00E-01,1.91E-06,-1.91E-06,-7.39E-12,8.17E+01,4.06E+10
4,7,D,-3.50E-01,2.56E-06,-2.56E-06,-9.94E-12,8.22E+01,3.52E+10
4,7,D,-4.00E-01,3.26E-06,-3.26E-06,-1.27E-11,8.27E+01,3.16E+10
4,7,D,-4.50E-01,3.98E-06,-3.98E-06,-1.54E-11,8.32E+01,2.91E+10
4,7,D,-5.00E-01,4.69E-06,-4.69E-06,-1.82E-11,8.38E+01,2.75E+10
4,7,D,-5.00E-01,4.27E-06,-4.27E-06,-1.66E-11,8.43E+01,3.02E+10
4,7,D,-4.50E-01,2.94E-06,-2.94E-06,-1.14E-11,8.48E+01,3.94E+10
4,7,D,-4.00E-01,1.97E-06,-1.97E-06,-7.63E-12,8.53E+01,5.25E+10
4,7,D,-3.50E-01,1.04E-06,-1.04E-06,-4.02E-12,8.58E+01,8.70E+10
4,7,D,-3.00E-01,2.25E-07,-2.25E-07,-8.74E-13,8.64E+01,3.43E+11
4,7,D,-2.50E-01,4.93E-07,4.93E-07,1.91E-12,8.69E+01,-1.31E+11
4,7,D,-2.00E-01,1.24E-06,1.24E-06,4.80E-12,8.74E+01,-4.17E+10
4,7,D,-1.50E-01,1.92E-06,1.92E-06,7.44E-12,8.79E+01,-2.02E+10
4,7,D,-1.00E-01,2.56E-06,2.56E-06,9.94E-12,8.85E+01,-1.01E+10
4,7,D,-5.00E-02,3.40E-06,3.40E-06,1.32E-11,8.90E+01,-3.79E+09
4,7,D,0.00E+00,4.06E-06,4.06E-06,1.58E-11,8.95E+01,0.00E+00
4,7,D,0.00E+00,3.68E-06,3.68E-06,1.43E-11,9.00E+01,0.00E+00
4,7,D,5.00E-02,4.66E-06,4.66E-06,1.81E-11,9.06E+01,2.76E+09
4,7,D,1.00E-01,5.26E-06,5.26E-06,2.04E-11,9.11E+01,4.90E+09
4,7,D,1.50E-01,5.95E-06,5.95E-06,2.31E-11,9.16E+01,6.50E+09
4,7,D,2.00E-01,6.68E-06,6.68E-06,2.59E-11,9.21E+01,7.72E+09
4,7,D,2.50E-01,7.48E-06,7.48E-06,2.90E-11,9.27E+01,8.62E+09
4,7,D,3.00E-01,8.20E-06,8.20E-06,3.18E-11,9.32E+01,9.43E+09
4,7,D,3.50E-01,8.97E-06,8.97E-06,3.48E-11,9.37E+01,1.01E+10
4,7,D,4.00E-01,9.76E-06,9.76E-06,3.78E-11,9.42E+01,1.06E+10
4,7,D,4.50E-01,1.05E-05,1.05E-05,4.07E-11,9.47E+01,1.11E+10
4,7,D,5.00E-01,1.13E-05,1.13E-05,4.38E-11,9.53E+01,1.14E+10
4,7,D,5.00E-01,1.09E-05,1.09E-05,4.23E-11,9.58E+01,1.18E+10
4,7,D,4.50E-01,9.59E-06,9.59E-06,3.72E-11,9.63E+01,1.21E+10
4,7,D,4.00E-01,8.56E-06,8.56E-06,3.32E-11,9.68E+01,1.20E+10
4,7,D,3.50E-01,7.60E-06,7.60E-06,2.95E-11,9.74E+01,1.19E+10
4,7,D,3.00E-01,6.73E-06,6.73E-06,2.61E-11,9.79E+01,1.15E+10
4,7,D,2.50E-01,5.84E-06,5.84E-06,2.27E-11,9.84E+01,1.10E+10
4,7,D,2.00E-01,5.04E-06,5.04E-06,1.95E-11,9.89E+01,1.02E+10
4,7,D,1.50E-01,4.21E-06,4.21E-06,1.63E-11,9.95E+01,9.18E+09
4,7,D,1.00E-01,3.41E-06,3.41E-06,1.32E-11,1.00E+02,7.57E+09
4,7,D,5.00E-02,2.65E-06,2.65E-06,1.03E-11,1.01E+02,4.86E+09
4,7,D,0.00E+00,1.88E-06,1.88E-06,7.30E-12,1.01E+02,0.00E+00
4,7,D,-5.00E-02,1.19E-06,1.19E-06,4.63E-12,1.02E+02,-1.08E+10
4,7,D,-1.00E-01,4.97E-07,4.97E-07,1.93E-12,1.02E+02,-5.19E+10
4,7,D,-1.50E-01,2.05E-07,-2.05E-07,-7.93E-13,1.03E+02,1.89E+11
4,7,D,-2.00E-01,8.51E-07,-8.51E-07,-3.30E-12,1.03E+02,6.06E+10
4,7,D,-2.50E-01,1.52E-06,-1.52E-06,-5.90E-12,1.04E+02,4.24E+10
4,7,D,-3.00E-01,2.15E-06,-2.15E-06,-8.34E-12,1.04E+02,3.60E+10
4,7,D,-3.50E-01,2.79E-06,-2.79E-06,-1.08E-11,1.05E+02,3.23E+10
4,7,D,-4.00E-01,3.43E-06,-3.43E-06,-1.33E-11,1.05E+02,3.00E+10
4,7,D,-4.50E-01,4.05E-06,-4.05E-06,-1.57E-11,1.06E+02,2.86E+10
4,7,D,-5.00E-01,4.79E-06,-4.79E-06,-1.86E-11,1.06E+02,2.69E+10
4,7,D,-5.00E-01,4.37E-06,-4.37E-06,-1.69E-11,1.07E+02,2.95E+10
4,7,D,-4.50E-01,3.05E-06,-3.05E-06,-1.18E-11,1.07E+02,3.80E+10
4,7,D,-4.00E-01,2.08E-06,-2.08E-06,-8.08E-12,1.08E+02,4.95E+10
4,7,D,-3.50E-01,1.21E-06,-1.21E-06,-4.68E-12,1.08E+02,7.48E+10
4,7,D,-3.00E-01,4.50E-07,-4.50E-07,-1.74E-12,1.09E+02,1.72E+11
4,7,D,-2.50E-01,3.16E-07,3.16E-07,1.23E-12,1.09E+02,-2.04E+11
4,7,D,-2.00E-01,9.92E-07,9.92E-07,3.85E-12,1.10E+02,-5.20E+10
4,7,D,-1.50E-01,1.62E-06,1.62E-06,6.27E-12,1.10E+02,-2.39E+10
4,7,D,-1.00E-01,2.27E-06,2.27E-06,8.80E-12,1.11E+02,-1.14E+10
4,7,D,-5.00E-02,2.90E-06,2.90E-06,1.12E-11,1.11E+02,-4.45E+09
4,7,D,0.00E+00,3.59E-06,3.59E-06,1.39E-11,1.12E+02,0.00E+00
4,7,D,0.00E+00,3.17E-06,3.17E-06,1.23E-11,1.13E+02,0.00E+00
4,7,D,5.00E-02,4.10E-06,4.10E-06,1.59E-11,1.13E+02,3.15E+09
4,7,D,1.00E-01,4.87E-06,4.87E-06,1.89E-11,1.14E+02,5.29E+09
4,7,D,1.50E-01,5.58E-06,5.58E-06,2.16E-11,1.14E+02,6.93E+09
4,7,D,2.00E-01,6.32E-06,6.32E-06,2.45E-11,1.15E+02,8.16E+09
4,7,D,2.50E-01,7.03E-06,7.03E-06,2.73E-11,1.15E+02,9.17E+09
4,7,D,3.00E-01,7.74E-06,7.74E-06,3.00E-11,1.16E+02,9.99E+09
4,7,D,3.50E-01,8.50E-06,8.50E-06,3.30E-11,1.16E+02,1.06E+10
4,7,D,4.00E-01,9.21E-06,9.21E-06,3.57E-11,1.17E+02,1.12E+10
4,7,D,4.50E-01,9.98E-06,9.98E-06,3.87E-11,1.17E+02,1.16E+10
4,7,D,5.00E-01,1.07E-05,1.07E-05,4.16E-11,1.18E+02,1.20E+10
4,7,D,5.00E-01,1.03E-05,1.03E-05,4.01E-11,1.18E+02,1.25E+10
4,7,D,4.50E-01,9.07E-06,9.07E-06,3.52E-11,1.19E+02,1.28E+10
4,7,D,4.00E-01,8.05E-06,8.05E-06,3.12E-11,1.19E+02,1.28E+10
4,7,D,3.50E-01,7.19E-06,7.19E-06,2.79E-11,1.20E+02,1.26E+10
4,7,D,3.00E-01,6.30E-06,6.30E-06,2.45E-11,1.20E+02,1.23E+10
4,7,D,2.50E-01,5.50E-06,5.50E-06,2.13E-11,1.21E+02,1.17E+10
4,7,D,2.00E-01,4.70E-06,4.70E-06,1.82E-11,1.21E+02,1.10E+10
4,7,D,1.50E-01,3.88E-06,3.88E-06,1.50E-11,1.22E+02,9.97E+09
4,7,D,1.00E-01,3.14E-06,3.14E-06,1.22E-11,1.22E+02,8.21E+09
4,7,D,5.00E-02,2.40E-06,2.40E-06,9.31E-12,1.23E+02,5.37E+09
4,7,D,0.00E+00,1.67E-06,1.67E-06,6.46E-12,1.24E+02,0.00E+00
4,7,D,-5.00E-02,1.00E-06,1.00E-06,3.89E-12,1.24E+02,-1.29E+10
4,7,D,-1.00E-01,3.11E-07,3.11E-07,1.21E-12,1.25E+02,-8.28E+10
4,7,D,-1.50E-01,3.23E-07,-3.23E-07,-1.25E-12,1.25E+02,1.20E+11
4,7,D,-2.00E-01,9.83E-07,-9.83E-07,-3.81E-12,1.26E+02,5.25E+10
4,7,D,-2.50E-01,1.64E-06,-1.64E-06,-6.37E-12,1.26E+02,3.93E+10
4,7,D,-3.00E-01,2.26E-06,-2.26E-06,-8.77E-12,1.27E+02,3.42E+10
4,7,D,-3.50E-01,2.90E-06,-2.90E-06,-1.12E-11,1.27E+02,3.11E+10
4,7,D,-4.00E-01,3.50E-06,-3.50E-06,-1.36E-11,1.28E+02,2.94E+10
4,7,D,-4.50E-01,4.12E-06,-4.12E-06,-1.60E-11,1.28E+02,2.82E+10
4,7,D,-5.00E-01,4.76E-06,-4.76E-06,-1.85E-11,1.29E+02,2.71E+10
4,7,D,-5.00E-01,4.35E-06,-4.35E-06,-1.69E-11,1.29E+02,2.96E+10
4,7,D,-4.50E-01,3.13E-06,-3.13E-06,-1.21E-11,1.30E+02,3.71E+10
4,7,D,-4.00E-01,2.17E-06,-2.17E-06,-8.42E-12,1.30E+02,4.75E+10
4,7,D,-3.50E-01,1.36E-06,-1.36E-06,-5.29E-12,1.31E+02,6.62E+10
4,7,D,-3.00E-01,6.15E-07,-6.15E-07,-2.39E-12,1.31E+02,1.26E+11
4,7,D,-2.50E-01,1.22E-07,1.22E-07,4.73E-13,1.32E+02,-5.29E+11
4,7,D,-2.00E-01,7.65E-07,7.65E-07,2.97E-12,1.32E+02,-6.74E+10
4,7,D,-1.50E-01,1.43E-06,1.43E-06,5.56E-12,1.33E+02,-2.70E+10
4,7,D,-1.00E-01,2.05E-06,2.05E-06,7.94E-12,1.33E+02,-1.26E+10
4,7,D,-5.00E-02,2.69E-06,2.69E-06,1.04E-11,1.34E+02,-4.80E+09
4,7,D,0.00E+00,3.36E-06,3.36E-06,1.30E-11,1.35E+02,0.00E+00
4,7,D,0.00E+00,2.94E-06,2.94E-06,1.14E-11,1.35E+02,0.00E+00
4,7,D,5.00E-02,3.89E-06,3.89E-06,1.51E-11,1.36E+02,3.31E+09
4,7,D,1.00E-01,4.61E-06,4.61E-06,1.79E-11,1.36E+02,5.59E+09
4,7,D,1.50E-01,5.34E-06,5.34E-06,2.07E-11,1.37E+02,7.24E+09
4,7,D,2.00E-01,6.05E-06,6.05E-06,2.35E-11,1.37E+02,8.53E+09
4,7,D,2.50E-01,6.71E-06,6.71E-06,2.60E-11,1.38E+02,9.60E+09
4,7,D,3.00E-01,7.43E-06,7.43E-06,2.88E-11,1.38E+02,1.04E+10
4,7,D,3.50E-01,8.13E-06,8.13E-06,3.15E-11,1.39E+02,1.11E+10
4,7,D,4.00E-01,8.85E-06,8.85E-06,3.43E-11,1.39E+02,1.17E+10
4,7,D,4.50E-01,9.57E-06,9.57E-06,3.71E-11,1.40E+02,1.21E+10
4,7,D,5.00E-01,1.03E-05,1.03E-05,3.98E-11,1.40E+02,1.26E+10
4,7,D,5.00E-01,9.92E-06,9.92E-06,3.85E-11,1.41E+02,1.30E+10
4,7,D,4.50E-01,8.64E-06,8.64E-06,3.35E-11,1.41E+02,1.34E+10
4,7,D,4.00E-01,7.72E-06,7.72E-06,3.00E-11,1.42E+02,1.34E+10
4,7,D,3.50E-01,6.84E-06,6.84E-06,2.65E-11,1.42E+02,1.32E+10
4,7,D,3.00E-01,6.03E-06,6.03E-06,2.34E-11,1.43E+02,1.28E+10
4,7,D,2.50E-01,5.22E-06,5.22E-06,2.02E-11,1.43E+02,1.23E+10
4,7,D,2.00E-01,4.43E-06,4.43E-06,1.72E-11,1.44E+02,1.17E+10
4,7,D,1.50E-01,3.72E-06,3.72E-06,1.44E-11,1.44E+02,1.04E+10
4,7,D,1.00E-01,2.99E-06,2.99E-06,1.16E-11,1.45E+02,8.61E+09
4,7,D,5.00E-02,2.27E-06,2.27E-06,8.80E-12,1.46E+02,5.68E+09
4,7,D,0.00E+00,1.58E-06,1.58E-06,6.12E-12,1.46E+02,0.00E+00
4,7,D,-5.00E-02,9.20E-07,9.20E-07,3.57E-12,1.47E+02,-1.40E+10
4,7,D,-1.00E-01,3.05E-07,3.05E-07,1.18E-12,1.47E+02,-8.45E+10
4,7,D,-1.50E-01,2.93E-07,-2.93E-07,-1.14E-12,1.48E+02,1.32E+11
4,7,D,-2.00E-01,8.72E-06,8.72E-06,3.38E-11,1.48E+02,-5.91E+09
4,7,D,-2.50E-01,3.84E-06,3.84E-06,1.49E-11,1.49E+02,-1.68E+10
4,7,D,-3.00E-01,2.25E-07,2.25E-07,8.73E-13,1.49E+02,-3.44E+11
4,7,D,-3.50E-01,2.02E-06,-2.02E-06,-7.85E-12,1.50E+02,4.46E+10
4,7,D,-4.00E-01,3.33E-06,-3.33E-06,-1.29E-11,1.50E+02,3.10E+10
4,7,D,-4.50E-01,4.10E-06,-4.10E-06,-1.59E-11,1.51E+02,2.83E+10
4,7,D,-5.00E-01,4.72E-06,-4.72E-06,-1.83E-11,1.51E+02,2.73E+10
4,7,D,-5.00E-01,4.32E-06,-4.32E-06,-1.68E-11,1.52E+02,2.98E+10
4,7,D,-4.50E-01,3.08E-06,-3.08E-06,-1.20E-11,1.52E+02,3.76E+10
4,7,D,-4.00E-01,2.18E-06,-2.18E-06,-8.46E-12,1.53E+02,4.73E+10
4,7,D,-3.50E-01,1.35E-06,-1.35E-06,-5.22E-12,1.53E+02,6.70E+10
4,7,D,-3.00E-01,6.32E-07,-6.32E-07,-2.45E-12,1.54E+02,1.22E+11
4,7,D,-2.50E-01,9.05E-08,9.05E-08,3.51E-13,1.54E+02,-7.12E+11
4,7,D,-2.00E-01,7.25E-07,7.25E-07,2.81E-12,1.55E+02,-7.11E+10
4,7,D,-1.50E-01,1.34E-06,1.34E-06,5.21E-12,1.55E+02,-2.88E+10
4,7,D,-1.00E-01,1.97E-06,1.97E-06,7.63E-12,1.56E+02,-1.31E+10
4,7,D,-5.00E-02,2.57E-06,2.57E-06,9.96E-12,1.57E+02,-5.02E+09
4,7,D,0.00E+00,3.23E-06,3.23E-06,1.25E-11,1.57E+02,0.00E+00
4,7,D,0.00E+00,2.82E-06,2.82E-06,1.09E-11,1.58E+02,0.00E+00
4,7,D,5.00E-02,3.74E-06,3.74E-06,1.45E-11,1.58E+02,3.45E+09
4,7,D,1.00E-01,4.44E-06,4.44E-06,1.72E-11,1.59E+02,5.80E+09
4,7,D,1.50E-01,5.13E-06,5.13E-06,1.99E-11,1.59E+02,7.54E+09
4,7,D,2.00E-01,5.82E-06,5.82E-06,2.26E-11,1.60E+02,8.86E+09
4,7,D,2.50E-01,6.48E-06,6.48E-06,2.51E-11,1.60E+02,9.95E+09
4,7,D,3.00E-01,7.17E-06,7.17E-06,2.78E-11,1.61E+02,1.08E+10
4,7,D,3.50E-01,7.85E-06,7.85E-06,3.04E-11,1.61E+02,1.15E+10
4,7,D,4.00E-01,8.55E-06,8.55E-06,3.31E-11,1.62E+02,1.21E+10
4,7,D,4.50E-01,9.24E-06,9.24E-06,3.58E-11,1.62E+02,1.26E+10
4,7,D,5.00E-01,9.93E-06,9.93E-06,3.85E-11,1.63E+02,1.30E+10
4,7,D,5.00E-01,9.58E-06,9.58E-06,3.72E-11,1.63E+02,1.35E+10
4,7,D,4.50E-01,8.35E-06,8.35E-06,3.24E-11,1.64E+02,1.39E+10
4,7,D,4.00E-01,7.44E-06,7.44E-06,2.88E-11,1.64E+02,1.39E+10
4,7,D,3.50E-01,6.57E-06,6.57E-06,2.55E-11,1.65E+02,1.37E+10
4,7,D,3.00E-01,5.78E-06,5.78E-06,2.24E-11,1.65E+02,1.34E+10
4,7,D,2.50E-01,5.03E-06,5.03E-06,1.95E-11,1.66E+02,1.28E+10
4,7,D,2.00E-01,4.27E-06,4.27E-06,1.65E-11,1.66E+02,1.21E+10
4,7,D,1.50E-01,3.56E-06,3.56E-06,1.38E-11,1.67E+02,1.09E+10
4,7,D,1.00E-01,2.83E-06,2.83E-06,1.10E-11,1.68E+02,9.12E+09
4,7,D,5.00E-02,2.16E-06,2.16E-06,8.36E-12,1.68E+02,5.98E+09
4,7,D,0.00E+00,1.47E-06,1.47E-06,5.71E-12,1.69E+02,0.00E+00
4,7,D,-5.00E-02,8.20E-07,8.20E-07,3.18E-12,1.69E+02,-1.57E+10
4,7,D,-1.00E-01,1.96E-07,1.96E-07,7.61E-13,1.70E+02,-1.31E+11
4,7,D,-1.50E-01,4.53E-07,-4.53E-07,-1.76E-12,1.70E+02,8.53E+10
4,7,D,-2.00E-01,1.06E-06,-1.06E-06,-4.09E-12,1.71E+02,4.88E+10
4,7,D,-2.50E-01,1.69E-06,-1.69E-06,-6.54E-12,1.71E+02,3.82E+10
4,7,D,-3.00E-01,2.29E-06,-2.29E-06,-8.87E-12,1.72E+02,3.38E+10
4,7,D,-3.50E-01,2.88E-06,-2.88E-06,-1.12E-11,1.72E+02,3.13E+10
4,7,D,-4.00E-01,3.48E-06,-3.48E-06,-1.35E-11,1.73E+02,2.96E+10
4,7,D,-4.50E-01,4.05E-06,-4.05E-06,-1.57E-11,1.73E+02,2.87E+10
4,7,D,-5.00E-01,4.66E-06,-4.66E-06,-1.81E-11,1.74E+02,2.77E+10
4,7,D,-5.00E-01,4.27E-06,-4.27E-06,-1.65E-11,1.74E+02,3.02E+10
4,7,D,-4.50E-01,3.07E-06,-3.07E-06,-1.19E-11,1.75E+02,3.78E+10
4,7,D,-4.00E-01,2.18E-06,-2.18E-06,-8.46E-12,1.75E+02,4.73E+10
4,7,D,-3.50E-01,1.38E-06,-1.38E-06,-5.34E-12,1.76E+02,6.56E+10
4,7,D,-3.00E-01,6.70E-07,-6.70E-07,-2.60E-12,1.76E+02,1.16E+11
4,7,D,-2.50E-01,3.76E-08,3.76E-08,1.46E-13,1.77E+02,-1.72E+12
4,7,D,-2.00E-01,6.59E-07,6.59E-07,2.55E-12,1.77E+02,-7.83E+10
4,7,D,-1.50E-01,1.28E-06,1.28E-06,4.98E-12,1.78E+02,-3.01E+10
4,7,D,-1.00E-01,1.88E-06,1.88E-06,7.30E-12,1.78E+02,-1.37E+10
4,7,D,-5.00E-02,2.48E-06,2.48E-06,9.61E-12,1.79E+02,-5.20E+09
4,7,D,0.00E+00,3.12E-06,3.12E-06,1.21E-11,1.80E+02,0.00E+00
4,7,D,0.00E+00,2.70E-06,2.70E-06,1.05E-11,1.80E+02,0.00E+00
4,7,D,5.00E-02,3.61E-06,3.61E-06,1.40E-11,1.81E+02,3.57E+09
4,7,D,1.00E-01,4.31E-06,4.31E-06,1.67E-11,1.81E+02,5.99E+09
4,7,D,1.50E-01,4.98E-06,4.98E-06,1.93E-11,1.82E+02,7.76E+09
4,7,D,2.00E-01,5.65E-06,5.65E-06,2.19E-11,1.82E+02,9.13E+09
4,7,D,2.50E-01,6.29E-06,6.29E-06,2.44E-11,1.83E+02,1.02E+10
4,7,D,3.00E-01,6.98E-06,6.98E-06,2.71E-11,1.83E+02,1.11E+10
4,7,D,3.50E-01,7.64E-06,7.64E-06,2.96E-11,1.84E+02,1.18E+10
4,7,D,4.00E-01,8.33E-06,8.33E-06,3.23E-11,1.84E+02,1.24E+10
4,7,D,4.50E-01,9.00E-06,9.00E-06,3.49E-11,1.85E+02,1.29E+10
4,7,D,5.00E-01,9.69E-06,9.69E-06,3.76E-11,1.85E+02,1.33E+10
4,7,D,5.00E-01,9.34E-06,9.34E-06,3.62E-11,1.86E+02,1.38E+10
4,7,D,4.50E-01,8.12E-06,8.12E-06,3.15E-11,1.86E+02,1.43E+10
4,7,D,4.00E-01,7.24E-06,7.24E-06,2.81E-11,1.87E+02,1.42E+10
4,7,D,3.50E-01,6.41E-06,6.41E-06,2.49E-11,1.87E+02,1.41E+10
4,7,D,3.00E-01,5.64E-06,5.64E-06,2.19E-11,1.88E+02,1.37E+10
4,7,D,2.50E-01,4.94E-06,4.94E-06,1.92E-11,1.88E+02,1.30E+10
4,7,D,2.00E-01,4.79E-06,4.79E-06,1.86E-11,1.89E+02,1.08E+10
4,7,D,1.50E-01,4.17E-06,4.17E-06,1.62E-11,1.89E+02,9.28E+09
4,7,D,1.00E-01,3.91E-06,3.91E-06,1.52E-11,1.90E+02,6.59E+09
4,7,D,5.00E-02,2.69E-06,2.69E-06,1.04E-11,1.91E+02,4.79E+09
4,7,D,0.00E+00,9.17E-07,9.17E-07,3.56E-12,1.91E+02,0.00E+00
4,7,D,-5.00E-02,1.71E-06,-1.71E-06,-6.64E-12,1.92E+02,7.53E+09
4,7,D,-1.00E-01,2.40E-06,-2.40E-06,-9.32E-12,1.92E+02,1.07E+10
4,7,D,-1.50E-01,1.48E-06,-1.48E-06,-5.73E-12,1.93E+02,2.62E+10
4,7,D,-2.00E-01,4.93E-07,-4.93E-07,-1.91E-12,1.93E+02,1.04E+11
4,7,D,-2.50E-01,2.31E-06,-2.31E-06,-8.97E-12,1.94E+02,2.79E+10
4,7,D,-3.00E-01,2.81E-06,-2.81E-06,-1.09E-11,1.94E+02,2.75E+10
4,7,D,-3.50E-01,3.03E-06,-3.03E-06,-1.17E-11,1.95E+02,2.98E+10
4,7,D,-4.00E-01,3.65E-06,-3.65E-06,-1.41E-11,1.95E+02,2.83E+10
4,7,D,-4.50E-01,3.53E-06,-3.53E-06,-1.37E-11,1.96E+02,3.29E+10
4,7,D,-5.00E-01,4.54E-06,-4.54E-06,-1.76E-11,1.96E+02,2.84E+10
4,7,D,-5.00E-01,4.08E-06,-4.08E-06,-1.58E-11,1.97E+02,3.16E+10
4,7,D,-4.50E-01,2.94E-06,-2.94E-06,-1.14E-11,1.97E+02,3.95E+10
4,7,D,-4.00E-01,2.05E-06,-2.05E-06,-7.97E-12,1.98E+02,5.02E+10
4,7,D,-3.50E-01,1.25E-06,-1.25E-06,-4.85E-12,1.98E+02,7.21E+10
4,7,D,-3.00E-01,6.05E-07,-6.05E-07,-2.35E-12,1.99E+02,1.28E+11
4,7,D,-2.50E-01,7.18E-08,7.18E-08,2.78E-13,1.99E+02,-8.98E+11
4,7,D,-2.00E-01,6.79E-07,6.79E-07,2.64E-12,2.00E+02,-7.59E+10
4,7,D,-1.50E-01,1.41E-06,1.41E-06,5.45E-12,2.00E+02,-2.75E+10
4,7,D,-1.00E-01,1.90E-06,1.90E-06,7.38E-12,2.01E+02,-1.36E+10
4,7,D,-5.00E-02,2.49E-06,2.49E-06,9.67E-12,2.02E+02,-5.17E+09
4,7,D,0.00E+00,3.16E-06,3.16E-06,1.23E-11,2.02E+02,0.00E+00
4,7,D,0.00E+00,2.76E-06,2.76E-06,1.07E-11,2.03E+02,0.00E+00
4,7,D,5.00E-02,3.63E-06,3.63E-06,1.41E-11,2.03E+02,3.55E+09
4,7,D,1.00E-01,4.33E-06,4.33E-06,1.68E-11,2.04E+02,5.95E+09
4,7,D,1.50E-01,5.00E-06,5.00E-06,1.94E-11,2.04E+02,7.73E+09
4,7,D,2.00E-01,5.64E-06,5.64E-06,2.19E-11,2.05E+02,9.15E+09
4,7,D,2.50E-01,6.30E-06,6.30E-06,2.44E-11,2.05E+02,1.02E+10
4,7,D,3.00E-01,6.96E-06,6.96E-06,2.70E-11,2.06E+02,1.11E+10
4,7,D,3.50E-01,7.56E-06,7.56E-06,2.93E-11,2.06E+02,1.19E+10
4,7,D,4.00E-01,8.25E-06,8.25E-06,3.20E-11,2.07E+02,1.25E+10
4,7,D,4.50E-01,8.94E-06,8.94E-06,3.47E-11,2.07E+02,1.30E+10
4,7,D,5.00E-01,9.56E-06,9.56E-06,3.71E-11,2.08E+02,1.35E+10
4,7,D,5.00E-01,9.21E-06,9.21E-06,3.57E-11,2.08E+02,1.40E+10
4,7,D,4.50E-01,8.01E-06,8.01E-06,3.11E-11,2.09E+02,1.45E+10
4,7,D,4.00E-01,7.09E-06,7.09E-06,2.75E-11,2.09E+02,1.46E+10
4,7,D,3.50E-01,6.29E-06,6.29E-06,2.44E-11,2.10E+02,1.43E+10
4,7,D,3.00E-01,5.49E-06,5.49E-06,2.13E-11,2.10E+02,1.41E+10
4,7,D,2.50E-01,4.78E-06,4.78E-06,1.85E-11,2.11E+02,1.35E+10
4,7,D,2.00E-01,4.07E-06,4.07E-06,1.58E-11,2.11E+02,1.27E+10
4,7,D,1.50E-01,3.34E-06,3.34E-06,1.30E-11,2.12E+02,1.16E+10
4,7,D,1.00E-01,2.80E-06,2.80E-06,1.09E-11,2.13E+02,9.21E+09
4,7,D,5.00E-02,2.16E-06,2.16E-06,8.39E-12,2.13E+02,5.96E+09
