voltage_Calibrate	absJ_Calibrate	J_Calibrate	current_Calibrate	time_Calibrate
-4.000000E-1	5.568946E+1	-5.568946E+1	-2.159921E-4	3.285156E+1
-3.500000E-1	4.865379E+1	-4.865379E+1	-1.887042E-4	3.304004E+1
-3.000000E-1	4.165118E+1	-4.165118E+1	-1.615445E-4	3.322852E+1
-2.500000E-1	3.470122E+1	-3.470122E+1	-1.345890E-4	3.341602E+1
-2.000000E-1	2.776531E+1	-2.776531E+1	-1.076880E-4	3.360449E+1
-1.500000E-1	2.083475E+1	-2.083475E+1	-8.080776E-5	3.398438E+1
-1.000000E-1	1.388673E+1	-1.388673E+1	-5.385981E-5	3.417285E+1
-5.000000E-2	6.936600E+0	-6.936600E+0	-2.690367E-5	3.436035E+1
0.000000E+0	2.831871E-4	2.831871E-4	1.098344E-9	3.493555E+1
0.000000E+0	3.420118E-4	3.420118E-4	1.326496E-9	3.512500E+1
5.000000E-2	6.963061E+0	6.963061E+0	2.700630E-5	3.589355E+1
1.000000E-1	1.391245E+1	1.391245E+1	5.395957E-5	3.608203E+1
1.500000E-1	2.085946E+1	2.085946E+1	8.090361E-5	3.626953E+1
2.000000E-1	2.778418E+1	2.778418E+1	1.077612E-4	3.684082E+1
2.500000E-1	3.471800E+1	3.471800E+1	1.346541E-4	3.702930E+1
3.000000E-1	4.166624E+1	4.166624E+1	1.616029E-4	3.721680E+1
3.500000E-1	4.861545E+1	4.861545E+1	1.885555E-4	3.740527E+1
4.000000E-1	5.556748E+1	5.556748E+1	2.155190E-4	3.759375E+1
4.500000E-1	3.326213E+2	3.326213E+2	1.290075E-3	3.816504E+1
5.000000E-1	3.847213E+2	3.847213E+2	1.492145E-3	3.835254E+1
5.000000E-1	3.926905E+2	3.926905E+2	1.523054E-3	3.854102E+1
4.500000E-1	3.560752E+2	3.560752E+2	1.381041E-3	3.872852E+1
4.000000E-1	9.942887E+1	9.942887E+1	3.856358E-4	3.910840E+1
3.500000E-1	4.861558E+1	4.861558E+1	1.885560E-4	3.929688E+1
3.000000E-1	4.166637E+1	4.166637E+1	1.616034E-4	3.948535E+1
2.500000E-1	3.471834E+1	3.471834E+1	1.346554E-4	3.967285E+1
2.000000E-1	2.778400E+1	2.778400E+1	1.077605E-4	3.986133E+1
1.500000E-1	2.085960E+1	2.085960E+1	8.090415E-5	4.024121E+1
1.000000E-1	1.391201E+1	1.391201E+1	5.395788E-5	4.042871E+1
5.000000E-2	6.963211E+0	6.963211E+0	2.700688E-5	4.061719E+1
0.000000E+0	4.169463E-4	4.169463E-4	1.617130E-9	4.119238E+1
-5.000000E-2	6.936356E+0	-6.936356E+0	-2.690272E-5	4.196191E+1
-1.000000E-1	1.388552E+1	-1.388552E+1	-5.385512E-5	4.215039E+1
-1.500000E-1	2.083327E+1	-2.083327E+1	-8.080204E-5	4.233789E+1
-2.000000E-1	2.776311E+1	-2.776311E+1	-1.076795E-4	4.290918E+1
-2.500000E-1	3.469794E+1	-3.469794E+1	-1.345763E-4	4.309766E+1
-3.000000E-1	4.164734E+1	-4.164734E+1	-1.615296E-4	4.328516E+1
-3.500000E-1	4.865222E+1	-4.865222E+1	-1.886981E-4	4.347363E+1
-4.000000E-1	5.568843E+1	-5.568843E+1	-2.159881E-4	4.366211E+1
-4.500000E-1	6.271164E+1	-6.271164E+1	-2.432277E-4	4.384961E+1
-5.000000E-1	6.973734E+1	-6.973734E+1	-2.704769E-4	4.403809E+1
-5.000000E-1	6.973743E+1	-6.973743E+1	-2.704773E-4	4.422656E+1
-4.500000E-1	6.271162E+1	-6.271162E+1	-2.432276E-4	4.441406E+1
-4.000000E-1	5.568856E+1	-5.568856E+1	-2.159886E-4	4.460254E+1
-3.500000E-1	4.865307E+1	-4.865307E+1	-1.887014E-4	4.479004E+1
-3.000000E-1	4.164667E+1	-4.164667E+1	-1.615270E-4	4.497852E+1
-2.500000E-1	3.469794E+1	-3.469794E+1	-1.345763E-4	4.516699E+1
-2.000000E-1	2.776242E+1	-2.776242E+1	-1.076768E-4	4.535449E+1
-1.500000E-1	2.083302E+1	-2.083302E+1	-8.080108E-5	4.573437E+1
-1.000000E-1	1.388511E+1	-1.388511E+1	-5.385355E-5	4.592285E+1
-5.000000E-2	6.935669E+0	-6.935669E+0	-2.690006E-5	4.611035E+1
0.000000E+0	3.016450E-4	3.016450E-4	1.169933E-9	4.668555E+1
0.000000E+0	3.274743E-4	3.274743E-4	1.270112E-9	4.687500E+1
5.000000E-2	6.963263E+0	6.963263E+0	2.700708E-5	4.764453E+1
1.000000E-1	1.391231E+1	1.391231E+1	5.395903E-5	4.783203E+1
1.500000E-1	2.085943E+1	2.085943E+1	8.090348E-5	4.802051E+1
2.000000E-1	2.778374E+1	2.778374E+1	1.077595E-4	4.859180E+1
2.500000E-1	3.471749E+1	3.471749E+1	1.346521E-4	4.877930E+1
3.000000E-1	4.166513E+1	4.166513E+1	1.615986E-4	4.896777E+1
3.500000E-1	4.861414E+1	4.861414E+1	1.885504E-4	4.915527E+1
4.000000E-1	7.191508E+1	7.191508E+1	2.789233E-4	4.934375E+1
4.500000E-1	3.514585E+2	3.514585E+2	1.363135E-3	4.991504E+1
5.000000E-1	4.037551E+2	4.037551E+2	1.565968E-3	5.010254E+1
5.000000E-1	4.116481E+2	4.116481E+2	1.596581E-3	5.029102E+1
4.500000E-1	3.747102E+2	3.747102E+2	1.453317E-3	5.047949E+1
4.000000E-1	1.312564E+2	1.312564E+2	5.090791E-4	5.085938E+1
3.500000E-1	4.861406E+1	4.861406E+1	1.885501E-4	5.104687E+1
3.000000E-1	4.166487E+1	4.166487E+1	1.615976E-4	5.123535E+1
2.500000E-1	3.471713E+1	3.471713E+1	1.346507E-4	5.142383E+1
2.000000E-1	2.778369E+1	2.778369E+1	1.077593E-4	5.161133E+1
1.500000E-1	2.085906E+1	2.085906E+1	8.090207E-5	5.199121E+1
1.000000E-1	1.391222E+1	1.391222E+1	5.395866E-5	5.217969E+1
5.000000E-2	6.963240E+0	6.963240E+0	2.700699E-5	5.236719E+1
0.000000E+0	4.176550E-4	4.176550E-4	1.619879E-9	5.294238E+1
-5.000000E-2	6.935399E+0	-6.935399E+0	-2.689901E-5	5.371289E+1
-1.000000E-1	1.388489E+1	-1.388489E+1	-5.385267E-5	5.390039E+1
-1.500000E-1	2.083180E+1	-2.083180E+1	-8.079634E-5	5.408887E+1
-2.000000E-1	2.776131E+1	-2.776131E+1	-1.076725E-4	5.466016E+1
-2.500000E-1	3.469619E+1	-3.469619E+1	-1.345695E-4	5.484766E+1
-3.000000E-1	4.164484E+1	-4.164484E+1	-1.615199E-4	5.503613E+1
-3.500000E-1	4.865142E+1	-4.865142E+1	-1.886950E-4	5.522461E+1
-4.000000E-1	5.568768E+1	-5.568768E+1	-2.159852E-4	5.541211E+1
-4.500000E-1	6.271097E+1	-6.271097E+1	-2.432251E-4	5.560059E+1
-5.000000E-1	6.973687E+1	-6.973687E+1	-2.704751E-4	5.578906E+1
-5.000000E-1	6.973671E+1	-6.973671E+1	-2.704745E-4	5.597656E+1
-4.500000E-1	6.271090E+1	-6.271090E+1	-2.432248E-4	5.616504E+1
-4.000000E-1	5.568784E+1	-5.568784E+1	-2.159858E-4	5.635254E+1
-3.500000E-1	4.865188E+1	-4.865188E+1	-1.886968E-4	5.654102E+1
-3.000000E-1	4.164474E+1	-4.164474E+1	-1.615195E-4	5.672949E+1
-2.500000E-1	3.469575E+1	-3.469575E+1	-1.345678E-4	5.691699E+1
-2.000000E-1	2.776108E+1	-2.776108E+1	-1.076716E-4	5.710547E+1
-1.500000E-1	2.083146E+1	-2.083146E+1	-8.079503E-5	5.748535E+1
-1.000000E-1	1.388456E+1	-1.388456E+1	-5.385141E-5	5.767285E+1
-5.000000E-2	6.934564E+0	-6.934564E+0	-2.689577E-5	5.786133E+1
0.000000E+0	3.722605E-4	3.722605E-4	1.443816E-9	5.843652E+1
0.000000E+0	4.690018E-4	4.690018E-4	1.819028E-9	0.000000E+0
5.000000E-2	6.964526E+0	6.964526E+0	2.701198E-5	7.695313E-1
1.000000E-1	1.391361E+1	1.391361E+1	5.396405E-5	9.570313E-1
1.500000E-1	2.086014E+1	2.086014E+1	8.090625E-5	1.145508E+0
2.000000E-1	2.778418E+1	2.778418E+1	1.077612E-4	1.716797E+0
2.500000E-1	3.471767E+1	3.471767E+1	1.346528E-4	1.904297E+0
3.000000E-1	4.166503E+1	4.166503E+1	1.615982E-4	2.092773E+0
3.500000E-1	4.861383E+1	4.861383E+1	1.885492E-4	2.280273E+0
4.000000E-1	5.556635E+1	5.556635E+1	2.155146E-4	2.468750E+0
4.500000E-1	2.009502E+2	2.009502E+2	7.793874E-4	2.657227E+0
5.000000E-1	2.573787E+2	2.573787E+2	9.982456E-4	2.844727E+0
5.000000E-1	2.919279E+2	2.919279E+2	1.132245E-3	3.416016E+0
4.500000E-1	2.589871E+2	2.589871E+2	1.004484E-3	3.604492E+0
4.000000E-1	5.556673E+1	5.556673E+1	2.155161E-4	3.984375E+0
3.500000E-1	4.861411E+1	4.861411E+1	1.885503E-4	4.171875E+0
3.000000E-1	4.166521E+1	4.166521E+1	1.615989E-4	4.360352E+0
2.500000E-1	3.471779E+1	3.471779E+1	1.346533E-4	4.547852E+0
2.000000E-1	2.778446E+1	2.778446E+1	1.077623E-4	4.736328E+0
1.500000E-1	2.086008E+1	2.086008E+1	8.090601E-5	5.116211E+0
1.000000E-1	1.391332E+1	1.391332E+1	5.396293E-5	5.304688E+0
5.000000E-2	6.964707E+0	6.964707E+0	2.701268E-5	5.492188E+0
0.000000E+0	4.689134E-4	4.689134E-4	1.818685E-9	6.067383E+0
-5.000000E-2	6.933940E+0	-6.933940E+0	-2.689335E-5	6.837891E+0
-1.000000E-1	1.388324E+1	-1.388324E+1	-5.384628E-5	7.025391E+0
-1.500000E-1	2.083040E+1	-2.083040E+1	-8.079089E-5	7.213867E+0
-2.000000E-1	2.775966E+1	-2.775966E+1	-1.076661E-4	7.785156E+0
-2.500000E-1	3.469436E+1	-3.469436E+1	-1.345624E-4	7.972656E+0
-3.000000E-1	4.164301E+1	-4.164301E+1	-1.615128E-4	8.161133E+0
-3.500000E-1	4.864856E+1	-4.864856E+1	-1.886839E-4	8.348633E+0
-4.000000E-1	5.568477E+1	-5.568477E+1	-2.159739E-4	8.537109E+0
-4.500000E-1	6.270757E+1	-6.270757E+1	-2.432119E-4	8.725586E+0
-5.000000E-1	6.973362E+1	-6.973362E+1	-2.704625E-4	8.913086E+0
-5.000000E-1	6.973400E+1	-6.973400E+1	-2.704640E-4	9.101563E+0
-4.500000E-1	6.270816E+1	-6.270816E+1	-2.432142E-4	9.290039E+0
-4.000000E-1	5.568557E+1	-5.568557E+1	-2.159770E-4	9.477539E+0
-3.500000E-1	4.864993E+1	-4.864993E+1	-1.886892E-4	9.666016E+0
-3.000000E-1	4.164311E+1	-4.164311E+1	-1.615132E-4	9.853516E+0
-2.500000E-1	3.469384E+1	-3.469384E+1	-1.345604E-4	1.004199E+1
-2.000000E-1	2.775940E+1	-2.775940E+1	-1.076651E-4	1.023047E+1
-1.500000E-1	2.083034E+1	-2.083034E+1	-8.079068E-5	1.061035E+1
-1.000000E-1	1.388320E+1	-1.388320E+1	-5.384612E-5	1.079785E+1
-5.000000E-2	6.933442E+0	-6.933442E+0	-2.689142E-5	1.098633E+1
0.000000E+0	3.422000E-4	3.422000E-4	1.327226E-9	1.156152E+1
0.000000E+0	3.220995E-4	3.220995E-4	1.249266E-9	1.175000E+1
5.000000E-2	6.964993E+0	6.964993E+0	2.701379E-5	1.251953E+1
1.000000E-1	1.391361E+1	1.391361E+1	5.396408E-5	1.270703E+1
1.500000E-1	2.086041E+1	2.086041E+1	8.090729E-5	1.289551E+1
2.000000E-1	2.778418E+1	2.778418E+1	1.077612E-4	1.346680E+1
2.500000E-1	3.471725E+1	3.471725E+1	1.346512E-4	1.365430E+1
3.000000E-1	4.166472E+1	4.166472E+1	1.615970E-4	1.384277E+1
3.500000E-1	4.861409E+1	4.861409E+1	1.885502E-4	1.403125E+1
4.000000E-1	5.556560E+1	5.556560E+1	2.155117E-4	1.421875E+1
4.500000E-1	3.053487E+2	3.053487E+2	1.184298E-3	1.479004E+1
5.000000E-1	3.569242E+2	3.569242E+2	1.384334E-3	1.497852E+1
5.000000E-1	3.652254E+2	3.652254E+2	1.416530E-3	1.516602E+1
4.500000E-1	3.297068E+2	3.297068E+2	1.278771E-3	1.535449E+1
4.000000E-1	8.935987E+1	8.935987E+1	3.465831E-4	1.573438E+1
3.500000E-1	4.861352E+1	4.861352E+1	1.885480E-4	1.592188E+1
3.000000E-1	4.166469E+1	4.166469E+1	1.615969E-4	1.611035E+1
2.500000E-1	3.471728E+1	3.471728E+1	1.346513E-4	1.629883E+1
2.000000E-1	2.778374E+1	2.778374E+1	1.077595E-4	1.648633E+1
1.500000E-1	2.085982E+1	2.085982E+1	8.090500E-5	1.686621E+1
1.000000E-1	1.391304E+1	1.391304E+1	5.396187E-5	1.705469E+1
5.000000E-2	6.964343E+0	6.964343E+0	2.701127E-5	1.724219E+1
0.000000E+0	4.772253E-4	4.772253E-4	1.850923E-9	1.781738E+1
-5.000000E-2	6.934004E+0	-6.934004E+0	-2.689360E-5	1.858789E+1
-1.000000E-1	1.388361E+1	-1.388361E+1	-5.384772E-5	1.877539E+1
-1.500000E-1	2.083061E+1	-2.083061E+1	-8.079172E-5	1.896387E+1
-2.000000E-1	2.775932E+1	-2.775932E+1	-1.076648E-4	1.953516E+1
-2.500000E-1	3.469400E+1	-3.469400E+1	-1.345610E-4	1.972266E+1
-3.000000E-1	4.164301E+1	-4.164301E+1	-1.615128E-4	1.991113E+1
-3.500000E-1	4.865003E+1	-4.865003E+1	-1.886896E-4	2.009961E+1
-4.000000E-1	5.568621E+1	-5.568621E+1	-2.159795E-4	2.028711E+1
-4.500000E-1	6.270914E+1	-6.270914E+1	-2.432180E-4	2.047559E+1
-5.000000E-1	6.973478E+1	-6.973478E+1	-2.704670E-4	2.066406E+1
-5.000000E-1	6.973481E+1	-6.973481E+1	-2.704671E-4	2.085156E+1
-4.500000E-1	6.270932E+1	-6.270932E+1	-2.432187E-4	2.104004E+1
-4.000000E-1	5.568657E+1	-5.568657E+1	-2.159809E-4	2.122754E+1
-3.500000E-1	4.865044E+1	-4.865044E+1	-1.886912E-4	2.141602E+1
-3.000000E-1	4.164259E+1	-4.164259E+1	-1.615112E-4	2.160449E+1
-2.500000E-1	3.469374E+1	-3.469374E+1	-1.345600E-4	2.179199E+1
-2.000000E-1	2.775907E+1	-2.775907E+1	-1.076638E-4	2.198047E+1
-1.500000E-1	2.082989E+1	-2.082989E+1	-8.078893E-5	2.236035E+1
-1.000000E-1	1.388257E+1	-1.388257E+1	-5.384366E-5	2.254883E+1
-5.000000E-2	6.933058E+0	-6.933058E+0	-2.688993E-5	2.273633E+1
0.000000E+0	3.182310E-4	3.182310E-4	1.234262E-9	2.331152E+1
0.000000E+0	3.625589E-4	3.625589E-4	1.406188E-9	2.350000E+1
5.000000E-2	6.965122E+0	6.965122E+0	2.701429E-5	2.426953E+1
1.000000E-1	1.391400E+1	1.391400E+1	5.396560E-5	2.445801E+1
1.500000E-1	2.086052E+1	2.086052E+1	8.090774E-5	2.464551E+1
2.000000E-1	2.778498E+1	2.778498E+1	1.077643E-4	2.521680E+1
2.500000E-1	3.471793E+1	3.471793E+1	1.346538E-4	2.540527E+1
3.000000E-1	4.166485E+1	4.166485E+1	1.615975E-4	2.559277E+1
3.500000E-1	4.861388E+1	4.861388E+1	1.885494E-4	2.578125E+1
4.000000E-1	7.190905E+1	7.190905E+1	2.788999E-4	2.596973E+1
4.500000E-1	3.397081E+2	3.397081E+2	1.317561E-3	2.654004E+1
5.000000E-1	3.916757E+2	3.916757E+2	1.519118E-3	2.672852E+1
5.000000E-1	3.996788E+2	3.996788E+2	1.550158E-3	2.691699E+1
4.500000E-1	3.632921E+2	3.632921E+2	1.409032E-3	2.710449E+1
4.000000E-1	1.330413E+2	1.330413E+2	5.160021E-4	2.748438E+1
3.500000E-1	4.861391E+1	4.861391E+1	1.885495E-4	2.767285E+1
3.000000E-1	4.166505E+1	4.166505E+1	1.615983E-4	2.786035E+1
2.500000E-1	3.471782E+1	3.471782E+1	1.346534E-4	2.804883E+1
2.000000E-1	2.778467E+1	2.778467E+1	1.077631E-4	2.823730E+1
1.500000E-1	2.086040E+1	2.086040E+1	8.090727E-5	2.861719E+1
1.000000E-1	1.391383E+1	1.391383E+1	5.396491E-5	2.880469E+1
5.000000E-2	6.965034E+0	6.965034E+0	2.701395E-5	2.899316E+1
0.000000E+0	4.601469E-4	4.601469E-4	1.784684E-9	2.956836E+1
-5.000000E-2	6.933452E+0	-6.933452E+0	-2.689146E-5	3.033789E+1
-1.000000E-1	1.388296E+1	-1.388296E+1	-5.384519E-5	3.052637E+1
-1.500000E-1	2.082997E+1	-2.082997E+1	-8.078922E-5	3.071387E+1
-2.000000E-1	2.775873E+1	-2.775873E+1	-1.076625E-4	3.128516E+1
-2.500000E-1	3.469351E+1	-3.469351E+1	-1.345591E-4	3.147363E+1
-3.000000E-1	4.164267E+1	-4.164267E+1	-1.615115E-4	3.166113E+1
-3.500000E-1	4.864998E+1	-4.864998E+1	-1.886894E-4	3.184961E+1
-4.000000E-1	5.568639E+1	-5.568639E+1	-2.159802E-4	3.203809E+1
-4.500000E-1	6.270958E+1	-6.270958E+1	-2.432197E-4	3.222559E+1
-5.000000E-1	6.973537E+1	-6.973537E+1	-2.704693E-4	3.241406E+1
-5.000000E-1	6.973547E+1	-6.973547E+1	-2.704697E-4	3.260156E+1
-4.500000E-1	6.270966E+1	-6.270966E+1	-2.432200E-4	3.279004E+1
-4.000000E-1	5.568691E+1	-5.568691E+1	-2.159822E-4	3.297852E+1
-3.500000E-1	4.865044E+1	-4.865044E+1	-1.886912E-4	3.316602E+1
-3.000000E-1	4.164195E+1	-4.164195E+1	-1.615087E-4	3.335449E+1
-2.500000E-1	3.469338E+1	-3.469338E+1	-1.345586E-4	3.354297E+1
-2.000000E-1	2.775855E+1	-2.775855E+1	-1.076618E-4	3.373047E+1
-1.500000E-1	2.082943E+1	-2.082943E+1	-8.078713E-5	3.411035E+1
-1.000000E-1	1.388248E+1	-1.388248E+1	-5.384332E-5	3.429883E+1
-5.000000E-2	6.933066E+0	-6.933066E+0	-2.688996E-5	3.448633E+1
0.000000E+0	3.219358E-4	3.219358E-4	1.248631E-9	3.506152E+1
0.000000E+0	4.517375E-4	4.517375E-4	1.752068E-9	0.000000E+0
5.000000E-2	6.975577E+0	6.975577E+0	2.705484E-5	7.695313E-1
1.000000E-1	1.393495E+1	1.393495E+1	5.404684E-5	9.570313E-1
1.500000E-1	2.089219E+1	2.089219E+1	8.103055E-5	1.145508E+0
2.000000E-1	2.782605E+1	2.782605E+1	1.079236E-4	1.716797E+0
2.500000E-1	3.476908E+1	3.476908E+1	1.348522E-4	1.904297E+0
3.000000E-1	4.172608E+1	4.172608E+1	1.618350E-4	2.092773E+0
3.500000E-1	4.868461E+1	4.868461E+1	1.888237E-4	2.281250E+0
4.000000E-1	5.564553E+1	5.564553E+1	2.158217E-4	2.468750E+0
4.500000E-1	1.129228E+2	1.129228E+2	4.379721E-4	2.657227E+0
5.000000E-1	2.462159E+2	2.462159E+2	9.549506E-4	2.845703E+0
5.000000E-1	2.617591E+2	2.617591E+2	1.015235E-3	3.033203E+0
4.500000E-1	1.681308E+2	1.681308E+2	6.520968E-4	3.221680E+0
4.000000E-1	5.564524E+1	5.564524E+1	2.158206E-4	3.409180E+0
3.500000E-1	4.868429E+1	4.868429E+1	1.888225E-4	3.597656E+0
3.000000E-1	4.172572E+1	4.172572E+1	1.618336E-4	3.786133E+0
2.500000E-1	3.476843E+1	3.476843E+1	1.348497E-4	3.973633E+0
2.000000E-1	2.782548E+1	2.782548E+1	1.079214E-4	4.162109E+0
1.500000E-1	2.089119E+1	2.089119E+1	8.102668E-5	4.541992E+0
1.000000E-1	1.393414E+1	1.393414E+1	5.404369E-5	4.729492E+0
5.000000E-2	6.974961E+0	6.974961E+0	2.705245E-5	4.917969E+0
0.000000E+0	3.979250E-4	3.979250E-4	1.543356E-9	5.493164E+0
-5.000000E-2	6.945147E+0	-6.945147E+0	-2.693682E-5	6.262695E+0
-1.000000E-1	1.390558E+1	-1.390558E+1	-5.393293E-5	6.451172E+0
-1.500000E-1	2.086365E+1	-2.086365E+1	-8.091987E-5	6.639648E+0
-2.000000E-1	2.780349E+1	-2.780349E+1	-1.078361E-4	7.210938E+0
-2.500000E-1	3.474858E+1	-3.474858E+1	-1.347727E-4	7.398438E+0
-3.000000E-1	4.170695E+1	-4.170695E+1	-1.617608E-4	7.586914E+0
-3.500000E-1	4.867674E+1	-4.867674E+1	-1.887932E-4	7.774414E+0
-4.000000E-1	5.571274E+1	-5.571274E+1	-2.160824E-4	7.962891E+0
-4.500000E-1	6.273779E+1	-6.273779E+1	-2.433291E-4	8.151367E+0
-5.000000E-1	6.976603E+1	-6.976603E+1	-2.705882E-4	8.338867E+0
-5.000000E-1	6.976533E+1	-6.976533E+1	-2.705855E-4	8.527344E+0
-4.500000E-1	6.273779E+1	-6.273779E+1	-2.433291E-4	8.715820E+0
-4.000000E-1	5.571274E+1	-5.571274E+1	-2.160824E-4	8.903320E+0
-3.500000E-1	4.867695E+1	-4.867695E+1	-1.887940E-4	9.091797E+0
-3.000000E-1	4.170654E+1	-4.170654E+1	-1.617592E-4	9.279297E+0
-2.500000E-1	3.474783E+1	-3.474783E+1	-1.347698E-4	9.467773E+0
-2.000000E-1	2.780290E+1	-2.780290E+1	-1.078338E-4	9.656250E+0
-1.500000E-1	2.086290E+1	-2.086290E+1	-8.091697E-5	1.003613E+1
-1.000000E-1	1.390468E+1	-1.390468E+1	-5.392943E-5	1.022363E+1
-5.000000E-2	6.944134E+0	-6.944134E+0	-2.693289E-5	1.041211E+1
0.000000E+0	3.338674E-4	3.338674E-4	1.294908E-9	1.098730E+1
0.000000E+0	3.482634E-4	3.482634E-4	1.350743E-9	1.117578E+1
5.000000E-2	6.976229E+0	6.976229E+0	2.705737E-5	1.194531E+1
1.000000E-1	1.393609E+1	1.393609E+1	5.405126E-5	1.213281E+1
1.500000E-1	2.089357E+1	2.089357E+1	8.103591E-5	1.232129E+1
2.000000E-1	2.782811E+1	2.782811E+1	1.079316E-4	1.289258E+1
2.500000E-1	3.477197E+1	3.477197E+1	1.348634E-4	1.308008E+1
3.000000E-1	4.172964E+1	4.172964E+1	1.618488E-4	1.326855E+1
3.500000E-1	4.868863E+1	4.868863E+1	1.888393E-4	1.345703E+1
4.000000E-1	5.565030E+1	5.565030E+1	2.158402E-4	1.364453E+1
4.500000E-1	1.613770E+2	1.613770E+2	6.259024E-4	1.383301E+1
5.000000E-1	3.313082E+2	3.313082E+2	1.284982E-3	1.440430E+1
5.000000E-1	3.396282E+2	3.396282E+2	1.317251E-3	1.459180E+1
4.500000E-1	2.331605E+2	2.331605E+2	9.043154E-4	1.497168E+1
4.000000E-1	5.564960E+1	5.564960E+1	2.158375E-4	1.516016E+1
3.500000E-1	4.868806E+1	4.868806E+1	1.888371E-4	1.534863E+1
3.000000E-1	4.172905E+1	4.172905E+1	1.618465E-4	1.553613E+1
2.500000E-1	3.477171E+1	3.477171E+1	1.348624E-4	1.572461E+1
2.000000E-1	2.782804E+1	2.782804E+1	1.079313E-4	1.591211E+1
1.500000E-1	2.089287E+1	2.089287E+1	8.103320E-5	1.629199E+1
1.000000E-1	1.393519E+1	1.393519E+1	5.404778E-5	1.648047E+1
5.000000E-2	6.975507E+0	6.975507E+0	2.705457E-5	1.666895E+1
0.000000E+0	3.916770E-4	3.916770E-4	1.519123E-9	1.724414E+1
-5.000000E-2	6.944689E+0	-6.944689E+0	-2.693504E-5	1.801367E+1
-1.000000E-1	1.390508E+1	-1.390508E+1	-5.393098E-5	1.820117E+1
-1.500000E-1	2.086242E+1	-2.086242E+1	-8.091511E-5	1.838965E+1
-2.000000E-1	2.780205E+1	-2.780205E+1	-1.078305E-4	1.896094E+1
-2.500000E-1	3.474724E+1	-3.474724E+1	-1.347675E-4	1.914941E+1
-3.000000E-1	4.170522E+1	-4.170522E+1	-1.617541E-4	1.933691E+1
-3.500000E-1	4.867520E+1	-4.867520E+1	-1.887872E-4	1.952539E+1
-4.000000E-1	5.571138E+1	-5.571138E+1	-2.160771E-4	1.971289E+1
-4.500000E-1	6.273562E+1	-6.273562E+1	-2.433207E-4	1.990137E+1
-5.000000E-1	6.976322E+1	-6.976322E+1	-2.705773E-4	2.008984E+1
-5.000000E-1	6.976307E+1	-6.976307E+1	-2.705767E-4	2.027734E+1
-4.500000E-1	6.273583E+1	-6.273583E+1	-2.433215E-4	2.046582E+1
-4.000000E-1	5.571081E+1	-5.571081E+1	-2.160749E-4	2.065430E+1
-3.500000E-1	4.867540E+1	-4.867540E+1	-1.887880E-4	2.084180E+1
-3.000000E-1	4.170473E+1	-4.170473E+1	-1.617522E-4	2.103027E+1
-2.500000E-1	3.474639E+1	-3.474639E+1	-1.347642E-4	2.121777E+1
-2.000000E-1	2.780150E+1	-2.780150E+1	-1.078284E-4	2.140625E+1
-1.500000E-1	2.086211E+1	-2.086211E+1	-8.091389E-5	2.178613E+1
-1.000000E-1	1.390463E+1	-1.390463E+1	-5.392922E-5	2.197461E+1
-5.000000E-2	6.943869E+0	-6.943869E+0	-2.693186E-5	2.216211E+1
0.000000E+0	3.185747E-4	3.185747E-4	1.235595E-9	2.273730E+1
0.000000E+0	3.576492E-4	3.576492E-4	1.387146E-9	2.292676E+1
5.000000E-2	6.976306E+0	6.976306E+0	2.705767E-5	2.369531E+1
1.000000E-1	1.393579E+1	1.393579E+1	5.405008E-5	2.388379E+1
1.500000E-1	2.089301E+1	2.089301E+1	8.103374E-5	2.407129E+1
2.000000E-1	2.782726E+1	2.782726E+1	1.079283E-4	2.464258E+1
2.500000E-1	3.477060E+1	3.477060E+1	1.348581E-4	2.483105E+1
3.000000E-1	4.172845E+1	4.172845E+1	1.618442E-4	2.501855E+1
3.500000E-1	4.868695E+1	4.868695E+1	1.888328E-4	2.520703E+1
4.000000E-1	5.564839E+1	5.564839E+1	2.158328E-4	2.539551E+1
4.500000E-1	2.009931E+2	2.009931E+2	7.795538E-4	2.558301E+1
5.000000E-1	3.618202E+2	3.618202E+2	1.403323E-3	2.615430E+1
5.000000E-1	3.698872E+2	3.698872E+2	1.434611E-3	2.634277E+1
4.500000E-1	2.581646E+2	2.581646E+2	1.001294E-3	2.653027E+1
4.000000E-1	5.564826E+1	5.564826E+1	2.158323E-4	2.691016E+1
3.500000E-1	4.868669E+1	4.868669E+1	1.888318E-4	2.709863E+1
3.000000E-1	4.172789E+1	4.172789E+1	1.618420E-4	2.728613E+1
2.500000E-1	3.477034E+1	3.477034E+1	1.348571E-4	2.747461E+1
2.000000E-1	2.782690E+1	2.782690E+1	1.079269E-4	2.766309E+1
1.500000E-1	2.089270E+1	2.089270E+1	8.103253E-5	2.804297E+1
1.000000E-1	1.393504E+1	1.393504E+1	5.404718E-5	2.823047E+1
5.000000E-2	6.975579E+0	6.975579E+0	2.705485E-5	2.841895E+1
0.000000E+0	4.283285E-4	4.283285E-4	1.661276E-9	2.899414E+1
-5.000000E-2	6.944191E+0	-6.944191E+0	-2.693311E-5	2.976367E+1
-1.000000E-1	1.390423E+1	-1.390423E+1	-5.392768E-5	2.995215E+1
-1.500000E-1	2.086201E+1	-2.086201E+1	-8.091349E-5	3.013965E+1
-2.000000E-1	2.780132E+1	-2.780132E+1	-1.078277E-4	3.071094E+1
-2.500000E-1	3.474595E+1	-3.474595E+1	-1.347625E-4	3.089941E+1
