voltage_YSR_32D	absJ_YSR_32D	J_YSR_32D	current_YSR_32D	time_YSR_32D
2.500000E-1	6.302651E-6	6.302651E-6	2.444489E-11	2.051963E+2
3.000000E-1	6.958949E-6	6.958949E-6	2.699035E-11	2.057197E+2
3.500000E-1	7.564120E-6	7.564120E-6	2.933751E-11	2.062432E+2
4.000000E-1	8.249326E-6	8.249326E-6	3.199509E-11	2.067666E+2
4.500000E-1	8.943531E-6	8.943531E-6	3.468757E-11	2.072900E+2
5.000000E-1	9.555387E-6	9.555387E-6	3.706066E-11	2.078135E+2
5.000000E-1	9.206547E-6	9.206547E-6	3.570768E-11	2.083369E+2
4.500000E-1	8.007143E-6	8.007143E-6	3.105578E-11	2.088604E+2
4.000000E-1	7.086663E-6	7.086663E-6	2.748569E-11	2.093838E+2
3.500000E-1	6.292454E-6	6.292454E-6	2.440534E-11	2.099072E+2
3.000000E-1	5.494451E-6	5.494451E-6	2.131028E-11	2.104307E+2
2.500000E-1	4.778158E-6	4.778158E-6	1.853213E-11	2.109541E+2
2.000000E-1	4.065660E-6	4.065660E-6	1.576870E-11	2.114775E+2
1.500000E-1	3.343112E-6	3.343112E-6	1.296629E-11	2.120010E+2
1.000000E-1	2.799359E-6	2.799359E-6	1.085734E-11	2.125244E+2
5.000000E-2	2.163802E-6	2.163802E-6	8.392328E-12	2.130479E+2
0.000000E+0	1.145909E-6	1.145909E-6	4.444417E-12	2.135713E+2
-5.000000E-2	6.845883E-7	6.845883E-7	2.655182E-12	2.140947E+2
-1.000000E-1	3.939800E-7	3.939800E-7	1.528055E-12	2.146182E+2
-1.500000E-1	5.299201E-9	-5.299201E-9	-2.055300E-14	2.151416E+2
-2.000000E-1	7.627737E-7	-7.627737E-7	-2.958425E-12	2.156650E+2
-2.500000E-1	1.564245E-6	-1.564245E-6	-6.066939E-12	2.161885E+2
-3.000000E-1	2.373524E-6	-2.373524E-6	-9.205733E-12	2.167119E+2
-3.500000E-1	3.182516E-6	-3.182516E-6	-1.234342E-11	2.172354E+2
-4.000000E-1	3.763575E-6	-3.763575E-6	-1.459706E-11	2.177588E+2
-4.500000E-1	4.094522E-6	-4.094522E-6	-1.588064E-11	2.182822E+2
-5.000000E-1	4.623897E-6	-4.623897E-6	-1.793383E-11	2.188057E+2
-5.000000E-1	4.220240E-6	-4.220240E-6	-1.636824E-11	2.193291E+2
-4.500000E-1	2.977389E-6	-2.977389E-6	-1.154783E-11	2.198525E+2
-4.000000E-1	2.222308E-6	-2.222308E-6	-8.619244E-12	2.203760E+2
-3.500000E-1	1.452883E-6	-1.452883E-6	-5.635020E-12	2.208994E+2
-3.000000E-1	6.978988E-7	-6.978988E-7	-2.706807E-12	2.214229E+2
-2.500000E-1	4.951049E-8	-4.951049E-8	-1.920269E-13	2.219463E+2
-2.000000E-1	6.165859E-7	6.165859E-7	2.391434E-12	2.224697E+2
-1.500000E-1	1.052444E-6	1.052444E-6	4.081915E-12	2.229932E+2
-1.000000E-1	1.984141E-6	1.984141E-6	7.695511E-12	2.235166E+2
-5.000000E-2	2.204336E-6	2.204336E-6	8.549536E-12	2.240400E+2
0.000000E+0	3.133021E-6	3.133021E-6	1.215145E-11	2.245635E+2
