voltage_YSR_32E	absJ_YSR_32E	J_YSR_32E	current_YSR_32E	time_YSR_32E
2.500000E-1	2.067422E-6	2.067422E-6	8.018516E-12	1.649814E+2
3.000000E-1	3.151920E-6	3.151920E-6	1.222475E-11	1.655049E+2
3.500000E-1	4.370517E-6	4.370517E-6	1.695109E-11	1.660283E+2
4.000000E-1	5.479649E-6	5.479649E-6	2.125287E-11	1.665518E+2
4.500000E-1	6.618885E-6	6.618885E-6	2.567141E-11	1.670752E+2
5.000000E-1	7.801244E-6	7.801244E-6	3.025720E-11	1.675986E+2
5.000000E-1	7.181311E-6	7.181311E-6	2.785278E-11	1.681221E+2
4.500000E-1	5.265103E-6	5.265103E-6	2.042075E-11	1.686455E+2
4.000000E-1	3.601971E-6	3.601971E-6	1.397028E-11	1.691689E+2
3.500000E-1	2.243623E-6	2.243623E-6	8.701914E-12	1.696924E+2
3.000000E-1	8.706077E-7	8.706077E-7	3.376660E-12	1.702158E+2
2.500000E-1	5.117935E-7	-5.117935E-7	-1.984996E-12	1.707393E+2
2.000000E-1	1.603361E-6	-1.603361E-6	-6.218651E-12	1.712627E+2
1.500000E-1	2.634430E-6	-2.634430E-6	-1.021766E-11	1.717861E+2
1.000000E-1	3.881326E-6	-3.881326E-6	-1.505376E-11	1.723096E+2
5.000000E-2	5.201823E-6	-5.201823E-6	-2.017532E-11	1.728330E+2
0.000000E+0	6.202857E-6	-6.202857E-6	-2.405784E-11	1.733564E+2
-5.000000E-2	7.278097E-6	-7.278097E-6	-2.822817E-11	1.738799E+2
-1.000000E-1	8.566855E-6	-8.566855E-6	-3.322663E-11	1.744033E+2
-1.500000E-1	9.573152E-6	-9.573152E-6	-3.712956E-11	1.749268E+2
-2.000000E-1	1.072702E-5	-1.072702E-5	-4.160483E-11	1.754502E+2
-2.500000E-1	1.183189E-5	-1.183189E-5	-4.589010E-11	1.759736E+2
-3.000000E-1	1.296411E-5	-1.296411E-5	-5.028142E-11	1.764971E+2
-3.500000E-1	1.403758E-5	-1.403758E-5	-5.444487E-11	1.770205E+2
-4.000000E-1	1.469315E-5	-1.469315E-5	-5.698754E-11	1.775439E+2
-4.500000E-1	1.550052E-5	-1.550052E-5	-6.011890E-11	1.780674E+2
-5.000000E-1	9.511943E-6	-9.511943E-6	-3.689216E-11	1.786738E+2
-5.000000E-1	1.549369E-5	-1.549369E-5	-6.009244E-11	1.795684E+2
-4.500000E-1	1.224199E-5	-1.224199E-5	-4.748069E-11	1.801748E+2
-4.000000E-1	1.356154E-5	-1.356154E-5	-5.259855E-11	1.810703E+2
-3.500000E-1	1.255762E-5	-1.255762E-5	-4.870485E-11	1.815938E+2
-3.000000E-1	1.065023E-5	-1.065023E-5	-4.130703E-11	1.821172E+2
-2.500000E-1	9.250817E-6	-9.250817E-6	-3.587938E-11	1.826406E+2
-2.000000E-1	8.018353E-6	-8.018353E-6	-3.109926E-11	1.831641E+2
-1.500000E-1	6.838408E-6	-6.838408E-6	-2.652283E-11	1.836875E+2
-1.000000E-1	5.639896E-6	-5.639896E-6	-2.187439E-11	1.842109E+2
-5.000000E-2	4.466149E-6	-4.466149E-6	-1.732200E-11	1.847344E+2
0.000000E+0	3.308524E-6	-3.308524E-6	-1.283214E-11	1.852578E+2
0.000000E+0	3.834901E-6	-3.834901E-6	-1.487370E-11	1.857822E+2
5.000000E-2	2.403304E-6	-2.403304E-6	-9.321238E-12	1.863057E+2
1.000000E-1	1.164053E-6	-1.164053E-6	-4.514791E-12	1.868291E+2
1.500000E-1	2.166554E-8	-2.166554E-8	-8.403001E-14	1.873525E+2
2.000000E-1	1.113584E-6	1.113584E-6	4.319045E-12	1.878760E+2
2.500000E-1	2.205649E-6	2.205649E-6	8.554629E-12	1.883994E+2
3.000000E-1	3.320283E-6	3.320283E-6	1.287775E-11	1.889229E+2
3.500000E-1	4.412252E-6	4.412252E-6	1.711296E-11	1.894463E+2
4.000000E-1	5.501941E-6	5.501941E-6	2.133933E-11	1.899697E+2
4.500000E-1	6.622536E-6	6.622536E-6	2.568557E-11	1.904932E+2
5.000000E-1	7.701195E-6	7.701195E-6	2.986916E-11	1.910166E+2
5.000000E-1	7.153044E-6	7.153044E-6	2.774315E-11	1.915400E+2
4.500000E-1	5.219196E-6	5.219196E-6	2.024270E-11	1.920635E+2
4.000000E-1	3.638857E-6	3.638857E-6	1.411334E-11	1.925869E+2
3.500000E-1	2.289459E-6	2.289459E-6	8.879689E-12	1.931104E+2
3.000000E-1	9.939921E-7	9.939921E-7	3.855208E-12	1.936338E+2
2.500000E-1	2.372905E-7	-2.372905E-7	-9.203333E-13	1.941572E+2
2.000000E-1	1.433486E-6	-1.433486E-6	-5.559789E-12	1.946807E+2
1.500000E-1	2.589144E-6	-2.589144E-6	-1.004202E-11	1.952041E+2
1.000000E-1	3.691372E-6	-3.691372E-6	-1.431702E-11	1.957275E+2
5.000000E-2	4.851482E-6	-4.851482E-6	-1.881652E-11	1.962510E+2
0.000000E+0	5.926187E-6	-5.926187E-6	-2.298477E-11	1.967744E+2
-5.000000E-2	7.058029E-6	-7.058029E-6	-2.737463E-11	1.972979E+2
-1.000000E-1	8.133091E-6	-8.133091E-6	-3.154427E-11	1.978213E+2
-1.500000E-1	9.195801E-6	-9.195801E-6	-3.566600E-11	1.983447E+2
-2.000000E-1	1.030699E-5	-1.030699E-5	-3.997577E-11	1.988682E+2
-2.500000E-1	1.125823E-5	-1.125823E-5	-4.366517E-11	1.993916E+2
-3.000000E-1	1.247644E-5	-1.247644E-5	-4.838999E-11	1.999150E+2
-3.500000E-1	1.353607E-5	-1.353607E-5	-5.249977E-11	2.004385E+2
-4.000000E-1	1.438992E-5	-1.438992E-5	-5.581142E-11	2.009619E+2
-4.500000E-1	1.508276E-5	-1.508276E-5	-5.849864E-11	2.014854E+2
-5.000000E-1	1.572491E-5	-1.572491E-5	-6.098921E-11	2.020088E+2
-5.000000E-1	1.550286E-5	-1.550286E-5	-6.012799E-11	2.025322E+2
-4.500000E-1	1.122692E-5	-1.122692E-5	-4.354372E-11	2.031387E+2
-4.000000E-1	1.302503E-5	-1.302503E-5	-5.051770E-11	2.040342E+2
-3.500000E-1	1.162690E-5	-1.162690E-5	-4.509504E-11	2.045576E+2
-3.000000E-1	1.020154E-5	-1.020154E-5	-3.956678E-11	2.050811E+2
-2.500000E-1	8.890322E-6	-8.890322E-6	-3.448120E-11	2.056045E+2
-2.000000E-1	7.679584E-6	-7.679584E-6	-2.978534E-11	2.061279E+2
-1.500000E-1	6.476336E-6	-6.476336E-6	-2.511853E-11	2.066514E+2
-1.000000E-1	5.327874E-6	-5.327874E-6	-2.066421E-11	2.071748E+2
-5.000000E-2	4.181374E-6	-4.181374E-6	-1.621750E-11	2.076982E+2
0.000000E+0	3.066395E-6	-3.066395E-6	-1.189304E-11	2.082217E+2
