voltage_YSR_1_31C	absJ_YSR_1_31C	J_YSR_1_31C	current_YSR_1_31C	time_YSR_1_31C
-5.000000E-1	1.840854E-5	-1.840854E-5	-7.139769E-11	2.413584E+2
-5.000000E-1	1.508408E-5	-1.508408E-5	-5.850376E-11	2.419648E+2
-4.500000E-1	1.742561E-5	-1.742561E-5	-6.758540E-11	2.428604E+2
-4.000000E-1	1.518982E-5	-1.518982E-5	-5.891387E-11	2.434658E+2
-3.500000E-1	1.467664E-5	-1.467664E-5	-5.692348E-11	2.443613E+2
-3.000000E-1	1.295611E-5	-1.295611E-5	-5.025040E-11	2.448848E+2
-2.500000E-1	1.084625E-5	-1.084625E-5	-4.206728E-11	2.454082E+2
-2.000000E-1	8.820340E-6	-8.820340E-6	-3.420977E-11	2.459316E+2
-1.500000E-1	6.863299E-6	-6.863299E-6	-2.661937E-11	2.464551E+2
-1.000000E-1	4.952704E-6	-4.952704E-6	-1.920911E-11	2.469785E+2
-5.000000E-2	2.990618E-6	-2.990618E-6	-1.159914E-11	2.475020E+2
0.000000E+0	1.211406E-6	-1.211406E-6	-4.698450E-12	2.480254E+2
