voltage_YSR_1_31B	absJ_YSR_1_31B	J_YSR_1_31B	current_YSR_1_31B	time_YSR_1_31B
-4.500000E-1	4.682848E-6	-4.682848E-6	-1.816247E-11	4.406348E+1
-4.000000E-1	2.922522E-6	-2.922522E-6	-1.133503E-11	4.458691E+1
-3.500000E-1	1.250712E-6	-1.250712E-6	-4.850897E-12	4.511035E+1
-3.000000E-1	3.733986E-7	3.733986E-7	1.448230E-12	4.563379E+1
-2.500000E-1	1.920955E-6	1.920955E-6	7.450443E-12	4.615723E+1
-2.000000E-1	3.466156E-6	3.466156E-6	1.344352E-11	4.668066E+1
-1.500000E-1	4.972735E-6	4.972735E-6	1.928680E-11	4.720410E+1
-1.000000E-1	6.486440E-6	6.486440E-6	2.515772E-11	4.772754E+1
-5.000000E-2	7.999795E-6	7.999795E-6	3.102728E-11	4.825098E+1
0.000000E+0	9.465131E-6	9.465131E-6	3.671060E-11	4.877441E+1
0.000000E+0	9.287813E-6	9.287813E-6	3.602287E-11	4.929785E+1
5.000000E-2	1.079127E-5	1.079127E-5	4.185405E-11	4.982129E+1
1.000000E-1	1.231454E-5	1.231454E-5	4.776207E-11	5.034473E+1
1.500000E-1	1.379042E-5	1.379042E-5	5.348626E-11	5.086816E+1
2.000000E-1	1.522910E-5	1.522910E-5	5.906620E-11	5.139160E+1
2.500000E-1	1.621943E-5	1.621943E-5	6.290723E-11	5.191504E+1
3.000000E-1	1.649160E-5	1.649160E-5	6.396284E-11	5.252148E+1
3.500000E-1	1.723389E-5	1.723389E-5	6.684182E-11	5.341602E+1
4.000000E-1	1.937397E-5	1.937397E-5	7.514211E-11	5.402246E+1
4.500000E-1	2.107532E-5	2.107532E-5	8.174084E-11	5.533496E+1
5.000000E-1	1.872372E-5	1.872372E-5	7.262012E-11	5.622949E+1
5.000000E-1	2.220836E-5	2.220836E-5	8.613532E-11	5.683594E+1
4.500000E-1	1.803840E-5	1.803840E-5	6.996212E-11	5.773145E+1
4.000000E-1	1.870569E-5	1.870569E-5	7.255019E-11	5.833691E+1
3.500000E-1	1.666254E-5	1.666254E-5	6.462582E-11	5.923242E+1
3.000000E-1	1.513466E-5	1.513466E-5	5.869993E-11	5.983887E+1
2.500000E-1	1.462853E-5	1.462853E-5	5.673691E-11	6.073340E+1
2.000000E-1	1.343105E-5	1.343105E-5	5.209244E-11	6.125684E+1
1.500000E-1	1.180663E-5	1.180663E-5	4.579213E-11	6.178027E+1
1.000000E-1	1.024237E-5	1.024237E-5	3.972513E-11	6.230371E+1
5.000000E-2	8.654451E-6	8.654451E-6	3.356637E-11	6.282715E+1
0.000000E+0	7.266954E-6	7.266954E-6	2.818495E-11	6.335059E+1
-5.000000E-2	5.728856E-6	5.728856E-6	2.221942E-11	6.387500E+1
-1.000000E-1	4.313660E-6	4.313660E-6	1.673057E-11	6.439844E+1
-1.500000E-1	2.900638E-6	2.900638E-6	1.125015E-11	6.492188E+1
-2.000000E-1	1.372966E-6	1.372966E-6	5.325060E-12	6.544531E+1
-2.500000E-1	4.812576E-8	4.812576E-8	1.866562E-13	6.596875E+1
-3.000000E-1	1.421127E-6	-1.421127E-6	-5.511855E-12	6.649219E+1
-3.500000E-1	2.802432E-6	-2.802432E-6	-1.086926E-11	6.701563E+1
-4.000000E-1	4.226157E-6	-4.226157E-6	-1.639119E-11	6.753906E+1
-4.500000E-1	5.685174E-6	-5.685174E-6	-2.205000E-11	6.806250E+1
-5.000000E-1	7.061030E-6	-7.061030E-6	-2.738627E-11	6.858594E+1
-5.000000E-1	6.867808E-6	-6.867808E-6	-2.663686E-11	6.910937E+1
-4.500000E-1	4.926642E-6	-4.926642E-6	-1.910803E-11	6.963281E+1
-4.000000E-1	3.197643E-6	-3.197643E-6	-1.240209E-11	7.015625E+1
-3.500000E-1	1.592605E-6	-1.592605E-6	-6.176934E-12	7.067969E+1
-3.000000E-1	2.790936E-9	-2.790936E-9	-1.082467E-14	7.120312E+1
-2.500000E-1	1.461742E-6	1.461742E-6	5.669382E-12	7.172656E+1
-2.000000E-1	2.952988E-6	2.952988E-6	1.145319E-11	7.225000E+1
-1.500000E-1	4.436362E-6	4.436362E-6	1.720647E-11	7.277344E+1
-1.000000E-1	5.872416E-6	5.872416E-6	2.277622E-11	7.329687E+1
-5.000000E-2	7.350489E-6	7.350489E-6	2.850894E-11	7.382031E+1
0.000000E+0	8.731973E-6	8.731973E-6	3.386704E-11	7.434375E+1
0.000000E+0	8.538455E-6	8.538455E-6	3.311648E-11	7.486719E+1
5.000000E-2	9.994615E-6	9.994615E-6	3.876421E-11	7.539063E+1
1.000000E-1	1.146967E-5	1.146967E-5	4.448523E-11	7.591406E+1
1.500000E-1	1.294124E-5	1.294124E-5	5.019272E-11	7.643750E+1
2.000000E-1	1.429383E-5	1.429383E-5	5.543877E-11	7.696094E+1
2.500000E-1	1.563122E-5	1.563122E-5	6.062584E-11	7.748438E+1
3.000000E-1	1.578751E-5	1.578751E-5	6.123202E-11	7.809082E+1
3.500000E-1	1.667317E-5	1.667317E-5	6.466704E-11	7.898535E+1
4.000000E-1	1.837627E-5	1.837627E-5	7.127254E-11	7.959180E+1
4.500000E-1	1.789225E-5	1.789225E-5	6.939526E-11	8.048730E+1
5.000000E-1	2.085523E-5	2.085523E-5	8.088719E-11	8.109277E+1
5.000000E-1	1.840433E-5	1.840433E-5	7.138135E-11	8.198828E+1
4.500000E-1	1.907693E-5	1.907693E-5	7.399004E-11	8.259375E+1
4.000000E-1	1.701536E-5	1.701536E-5	6.599424E-11	8.348926E+1
3.500000E-1	1.652614E-5	1.652614E-5	6.409680E-11	8.401270E+1
3.000000E-1	1.558414E-5	1.558414E-5	6.044324E-11	8.453613E+1
2.500000E-1	1.400616E-5	1.400616E-5	5.432302E-11	8.505957E+1
2.000000E-1	1.241706E-5	1.241706E-5	4.815970E-11	8.558301E+1
1.500000E-1	1.100841E-5	1.100841E-5	4.269624E-11	8.610645E+1
