voltage_YSR_1_40D	absJ_YSR_1_40D	J_YSR_1_40D	current_YSR_1_40D	time_YSR_1_40D
5.000000E-1	5.720871E-4	5.720871E-4	2.218845E-9	1.090635E+2
4.500000E-1	5.070487E-4	5.070487E-4	1.966593E-9	1.092510E+2
4.000000E-1	4.458476E-4	4.458476E-4	1.729224E-9	1.094395E+2
3.500000E-1	3.862850E-4	3.862850E-4	1.498210E-9	1.096279E+2
3.000000E-1	3.268570E-4	3.268570E-4	1.267718E-9	1.098154E+2
2.500000E-1	2.684609E-4	2.684609E-4	1.041228E-9	1.100039E+2
2.000000E-1	1.639009E-4	1.639009E-4	6.356912E-10	1.104150E+2
1.500000E-1	1.439481E-4	1.439481E-4	5.583040E-10	1.106045E+2
1.000000E-1	1.006706E-4	1.006706E-4	3.904518E-10	1.107930E+2
5.000000E-2	4.221671E-5	4.221671E-5	1.637379E-10	1.109814E+2
0.000000E+0	6.669137E-6	-6.669137E-6	-2.586631E-11	1.118770E+2
-5.000000E-2	4.839215E-5	-4.839215E-5	-1.876894E-10	1.124834E+2
-1.000000E-1	1.181085E-4	-1.181085E-4	-4.580848E-10	1.126719E+2
-1.500000E-1	1.522806E-4	-1.522806E-4	-5.906216E-10	1.128613E+2
-2.000000E-1	2.229829E-4	-2.229829E-4	-8.648415E-10	1.134365E+2
-2.500000E-1	2.805903E-4	-2.805903E-4	-1.088272E-9	1.136250E+2
-3.000000E-1	3.363870E-4	-3.363870E-4	-1.304680E-9	1.138125E+2
-3.500000E-1	3.916989E-4	-3.916989E-4	-1.519208E-9	1.140010E+2
-4.000000E-1	4.459873E-4	-4.459873E-4	-1.729766E-9	1.141895E+2
-4.500000E-1	4.995105E-4	-4.995105E-4	-1.937356E-9	1.143770E+2
-5.000000E-1	5.532999E-4	-5.532999E-4	-2.145979E-9	1.145654E+2
-5.000000E-1	5.470888E-4	-5.470888E-4	-2.121889E-9	1.147539E+2
-4.500000E-1	4.829332E-4	-4.829332E-4	-1.873061E-9	1.149414E+2
-4.000000E-1	4.227931E-4	-4.227931E-4	-1.639807E-9	1.151299E+2
-3.500000E-1	3.644006E-4	-3.644006E-4	-1.413331E-9	1.153174E+2
-3.000000E-1	3.063202E-4	-3.063202E-4	-1.188066E-9	1.155059E+2
-2.500000E-1	2.541460E-4	-2.541460E-4	-9.857075E-10	1.164922E+2
-2.000000E-1	1.596378E-4	-1.596378E-4	-6.191569E-10	1.169043E+2
-1.500000E-1	1.394406E-4	-1.394406E-4	-5.408216E-10	1.170928E+2
-1.000000E-1	8.234542E-5	-8.234542E-5	-3.193775E-10	1.172813E+2
-5.000000E-2	2.738173E-5	-2.738173E-5	-1.062003E-10	1.174707E+2
0.000000E+0	2.889623E-5	2.889623E-5	1.120743E-10	1.176592E+2
